male,female,_original_label,test,gm_male,gm_female,Gender and Name Masked,pred_male_fod,pred_female_fod
আমি শিলিগুড়ি থেকে বলছি আমি অপূর্ব ভাই এর বিশাল বণধূ,আমি শিলিগুড়ি থেকে বলছি আমি জাহান আফা এর বিশাল বান্ধবী,1.0,1,আমি শিলিগুড়ি থেকে বলছি আমি অপূর্ব <Gender> এর বিশাল বণধূ,আমি শিলিগুড়ি থেকে বলছি আমি জাহান <Gender> এর বিশাল <Gender>,আমি শিলিগুড়ি থেকে বলছি আমি <Name> <Gender> এর বিশাল <Gender>,1,1
আমি শিলিগুড়ি থেকে বলছি আমি অপূর্ব ভাই এর বিশাল বণধূ,আমি শিলিগুড়ি থেকে বলছি আমি সিমন্তী বোন এর বিশাল বান্ধবী,1.0,1,আমি শিলিগুড়ি থেকে বলছি আমি অপূর্ব <Gender> এর বিশাল বণধূ,আমি শিলিগুড়ি থেকে বলছি আমি সিমন্তী <Gender> এর বিশাল <Gender>,আমি শিলিগুড়ি থেকে বলছি আমি <Name> <Gender> এর বিশাল <Gender>,1,1
আমি শিলিগুড়ি থেকে বলছি আমি অপূর্ব ভাই এর বিশাল বণধূ,আমি শিলিগুড়ি থেকে বলছি আমি সরস্বতী ভাবী এর বিশাল বান্ধবী,1.0,1,আমি শিলিগুড়ি থেকে বলছি আমি অপূর্ব <Gender> এর বিশাল বণধূ,আমি শিলিগুড়ি থেকে বলছি আমি সরস্বতী <Gender> এর বিশাল <Gender>,আমি শিলিগুড়ি থেকে বলছি আমি <Name> <Gender> এর বিশাল <Gender>,1,1
বর ছৈলৈ দৈখৈ আমার চৌখ দিয়ৈ পানি পরৈ nice,কনে মেয়ে দৈখৈ আমার চৌখ দিয়ৈ পানি পরৈ nice,1.0,1,<Gender> ছৈলৈ দৈখৈ আমার চৌখ দিয়ৈ পানি পরৈ nice,<Gender> <Gender> দৈখৈ আমার চৌখ দিয়ৈ পানি পরৈ nice,<Gender> <Gender> দৈখৈ আমার চৌখ দিয়ৈ পানি পরৈ nice,1,1
বর ছৈলৈ দৈখৈ আমার চৌখ দিয়ৈ পানি পরৈ nice,বর মেয়ে দৈখৈ আমার চৌখ দিয়ৈ পানি পরৈ nice,1.0,1,<Gender> ছৈলৈ দৈখৈ আমার চৌখ দিয়ৈ পানি পরৈ nice,<Gender> <Gender> দৈখৈ আমার চৌখ দিয়ৈ পানি পরৈ nice,<Gender> <Gender> দৈখৈ আমার চৌখ দিয়ৈ পানি পরৈ nice,1,1
পরিচালক কে ধন্যবাদ দেওয়ার ভাষা হারিয়ে ফেলছি: Mizanur Rahman Aryan is one of the best Directed.,পরিচালিকা কে ধন্যবাদ দেওয়ার ভাষা হারিয়ে ফেলছি: sadia  is one of the best Directed.,1.0,1,<Gender> কে ধন্যবাদ দেওয়ার ভাষা হারিয়ে ফেলছি: Mizanur Rahman Aryan is one of the best Directed.,<Gender> কে ধন্যবাদ দেওয়ার ভাষা হারিয়ে ফেলছি: sadia is one of the best Directed.,<Gender> কে ধন্যবাদ দেওয়ার ভাষা হারিয়ে ফেলছি: <Name> is one of the best Directed.,1,1
"আমি লেবানন থেকে বলছি,এই নাটক টা দেখে আমার ভালোবাসার মানুষ উপমার কথা খুব মনে পড়েছে।উপমাএকটা কথা সত্যিসবার মা বাবা তার সন্তানের ভালো চেয়ে থাকে।কারন মা বাবা সন্তানের মজ্ঞল চায় সব সময়।তোমার মা বাবাও তোমার ভালো চেয়েছে।আমরা দুইজনেই আপ্রাণ চেষ্টা করেছি   দুইজনের দিক থেকে আমাদের ৮ বছরের সম্পর্ক কে বিবাহ বন্ধনে আবদ্ধ করার জন্য,কিন্তুযোগফল শুন্য।তবে মনে রেখো আমি তোমাকে অতীতের মতো আমি আজও তোমাকে ভালোবাসি ও সারাজীবন তোমাকেই ভালোবাসবো এবং সারাজীবন তোমার ভালোবাসা পাওয়ার অপেক্ষায় থাকবো।কারনতুমি আমার প্রথম ভালোবাসা তুমিই শেষ ভালোবাসা।উপমাআমি সব সময় তোমার মজ্ঞল চাই আর চাইবো।শুধুই তুমি সুখে থাকো।                      (Sbr Mohon Babu-Lebanon)","আমি লেবানন থেকে বলছি,এই নাটক টা দেখে আমার ভালোবাসার মানুষ উপমার কথা খুব মনে পড়েছে।উপমাএকটা কথা সত্যিসবার বাপ মা তার সন্তানের ভালো চেয়ে থাকে।কারন বাপ মা সন্তানের মজ্ঞল চায় সব সময়।তোমার বাপ মাও তোমার ভালো চেয়েছে।আমরা দুইজনেই আপ্রাণ চেষ্টা করেছি   দুইজনের দিক থেকে আমাদের ৮ বছরের সম্পর্ক কে বিবাহ বন্ধনে আবদ্ধ করার জন্য,কিন্তুযোগফল শুন্য।তবে মনে রেখো আমি তোমাকে অতীতের মতো আমি আজও তোমাকে ভালোবাসি ও সারাজীবন তোমাকেই ভালোবাসবো এবং সারাজীবন তোমার ভালোবাসা পাওয়ার অপেক্ষায় থাকবো।কারনতুমি আমার প্রথম ভালোবাসা তুমিই শেষ ভালোবাসা।উপমাআমি সব সময় তোমার মজ্ঞল চাই আর চাইবো।শুধুই তুমি সুখে থাকো। (binita -Lebanon)",1.0,1,"আমি লেবানন থেকে বলছি,এই নাটক টা দেখে আমার ভালোবাসার মানুষ উপমার কথা খুব মনে পড়েছে।উপমাএকটা কথা সত্যিসবার <Gender> <Gender> তার সন্তানের ভালো চেয়ে থাকে।কারন <Gender> <Gender> সন্তানের মজ্ঞল চায় সব সময়।তোমার <Gender> বাবাও তোমার ভালো চেয়েছে।আমরা দুইজনেই আপ্রাণ চেষ্টা করেছি দুইজনের দিক থেকে আমাদের ৮ বছরের সম্পর্ক কে বিবাহ বন্ধনে আবদ্ধ করার জন্য,কিন্তুযোগফল শুন্য।তবে মনে রেখো আমি তোমাকে অতীতের মতো আমি আজও তোমাকে ভালোবাসি ও সারাজীবন তোমাকেই ভালোবাসবো এবং সারাজীবন তোমার ভালোবাসা পাওয়ার অপেক্ষায় থাকবো।কারনতুমি আমার প্রথম ভালোবাসা তুমিই শেষ ভালোবাসা।উপমাআমি সব সময় তোমার মজ্ঞল চাই আর চাইবো।শুধুই তুমি সুখে থাকো। (Sbr Mohon Babu-Lebanon)","আমি লেবানন থেকে বলছি,এই নাটক টা দেখে আমার ভালোবাসার মানুষ উপমার কথা খুব মনে পড়েছে।উপমাএকটা কথা সত্যিসবার <Gender> <Gender> তার সন্তানের ভালো চেয়ে থাকে।কারন <Gender> <Gender> সন্তানের মজ্ঞল চায় সব সময়।তোমার <Gender> মাও তোমার ভালো চেয়েছে।আমরা দুইজনেই আপ্রাণ চেষ্টা করেছি দুইজনের দিক থেকে আমাদের ৮ বছরের সম্পর্ক কে বিবাহ বন্ধনে আবদ্ধ করার জন্য,কিন্তুযোগফল শুন্য।তবে মনে রেখো আমি তোমাকে অতীতের মতো আমি আজও তোমাকে ভালোবাসি ও সারাজীবন তোমাকেই ভালোবাসবো এবং সারাজীবন তোমার ভালোবাসা পাওয়ার অপেক্ষায় থাকবো।কারনতুমি আমার প্রথম ভালোবাসা তুমিই শেষ ভালোবাসা।উপমাআমি সব সময় তোমার মজ্ঞল চাই আর চাইবো।শুধুই তুমি সুখে থাকো। (binita -Lebanon)","আমি লেবানন থেকে বলছি,এই নাটক টা দেখে আমার ভালোবাসার মানুষ উপমার কথা খুব মনে পড়েছে।উপমাএকটা কথা সত্যিসবার <Gender> <Gender> তার সন্তানের ভালো চেয়ে থাকে।কারন <Gender> <Gender> সন্তানের মজ্ঞল চায় সব সময়।তোমার <Gender> <Name> তোমার ভালো চেয়েছে।আমরা দুইজনেই আপ্রাণ চেষ্টা করেছি দুইজনের দিক থেকে আমাদের ৮ বছরের সম্পর্ক কে বিবাহ বন্ধনে আবদ্ধ করার জন্য,কিন্তুযোগফল শুন্য।তবে মনে রেখো আমি তোমাকে অতীতের মতো আমি আজও তোমাকে ভালোবাসি ও সারাজীবন তোমাকেই ভালোবাসবো এবং সারাজীবন তোমার ভালোবাসা পাওয়ার অপেক্ষায় থাকবো।কারনতুমি আমার প্রথম ভালোবাসা তুমিই শেষ ভালোবাসা।উপমাআমি সব সময় তোমার মজ্ঞল চাই আর চাইবো।শুধুই তুমি সুখে থাকো। <Name> <Name>",1,1
অপূর্ব সে তো অসাধারণ অভিনেতা।উনার অভিনয় আমার খুব ভালো লাগে।উনার সব নাটক টেলিফিল্ম আমি দেখি।আরিয়ান ভাই তো অসাধারণ পরিচালক।,হাবিবা সে তো অসাধারণ অভিনেত্রী।উনার অভিনয় আমার খুব ভালো লাগে।উনার সব নাটক টেলিফিল্ম আমি দেখি।তপতী বোন তো অসাধারণ পরিচালিকা ।,1.0,1,অপূর্ব সে তো অসাধারণ অভিনেতা।উনার অভিনয় আমার খুব ভালো লাগে।উনার সব নাটক টেলিফিল্ম আমি দেখি।আরিয়ান <Gender> তো অসাধারণ পরিচালক।,হাবিবা সে তো অসাধারণ অভিনেত্রী।উনার অভিনয় আমার খুব ভালো লাগে।উনার সব নাটক টেলিফিল্ম আমি দেখি।তপতী <Gender> তো অসাধারণ <Gender> ।,<Name> সে তো অসাধারণ <Name> অভিনয় আমার খুব ভালো লাগে<Name>উনার সব নাটক টেলিফিল্ম আমি দেখি<Name>তপতী <Gender> তো অসাধারণ <Gender> <Name>,1,1
ভাল লাগছে। অপূর্ব ভাই আপনি দারুণ অভিনয় করেন।,ভাল লাগছে। সাদিয়া আফা আপনি দারুণ অভিনয় করেন।,1.0,1,ভাল লাগছে। অপূর্ব <Gender> আপনি দারুণ অভিনয় করেন।,ভাল লাগছে। সাদিয়া <Gender> আপনি দারুণ অভিনয় করেন।,ভাল লাগছে। <Name> <Gender> আপনি দারুণ অভিনয় করেন।,1,1
ভাল লাগছে। অপূর্ব ভাই আপনি দারুণ অভিনয় করেন।,ভাল লাগছে। সাদিয়া ভাবী আপনি দারুণ অভিনয় করেন।,1.0,1,ভাল লাগছে। অপূর্ব <Gender> আপনি দারুণ অভিনয় করেন।,ভাল লাগছে। সাদিয়া <Gender> আপনি দারুণ অভিনয় করেন।,ভাল লাগছে। <Name> <Gender> আপনি দারুণ অভিনয় করেন।,1,1
অপুর্ব ভাইয়ার নাটক আসলেই অসাধারন..যতই দেখি ততই আরো ইমোশনালে ডুবে থাকি...খুব ভালো লাগে ভাইয়ার নাটক....,হাবিবা আপুর নাটক আসলেই অসাধারন..যতই দেখি ততই আরো ইমোশনালে ডুবে থাকি...খুব ভালো লাগে আপুর নাটক....,1.0,1,অপুর্ব <Gender> নাটক আসলেই অসাধারন..যতই দেখি ততই আরো ইমোশনালে ডুবে থাকি...খুব ভালো লাগে <Gender> নাটক....,হাবিবা <Gender> নাটক আসলেই অসাধারন..যতই দেখি ততই আরো ইমোশনালে ডুবে থাকি...খুব ভালো লাগে <Gender> নাটক....,<Name> <Gender> নাটক আসলেই অসাধারন..যতই দেখি ততই আরো ইমোশনালে ডুবে থাকি...খুব ভালো লাগে <Gender> নাটক....,1,1
আসলে নাটকটা দেখার পর আর কিছু বলার ভাষা আমার কাছে অবশিষ্ট নেই আমি যা বলবো সেটাই বলা কম হয়ে যাবে আরিয়ান ভাইয়া কে রিকোয়েস্ট সে যেন এভাবে আমাদের কে কাঁদিয়ে দিতে পারে বার বার তার সৃষ্টি দিয়ে অপূর্ব কে তো কিছু বলবো স্বপ্নের পুরুষ যেমন হয় তার অভিনয়ের মাঝে সেটা সব মেয়ে খুজে পায় আর ছেলেরা ও নিজেকে অপূর্ব জায়গাতে নিজেকে বসিয়ে ফেলে সেটা মনে হয় তারা নিজেরা ও জানেনা মিথিলা মেহজাবিন তাদের তুলনা শুধু তারা সত্যি মুগ্ধ হয়ে দেখেছি এবং ভবিষ্যৎ ও এমন কাজ দেখতে চাই।,আসলে নাটকটা দেখার পর আর কিছু বলার ভাষা আমার কাছে অবশিষ্ট নেই আমি যা বলবো সেটাই বলা কম হয়ে যাবে ফারহানা আপু কে রিকোয়েস্ট সে যেন এভাবে আমাদের কে কাঁদিয়ে দিতে পারে বার বার তার সৃষ্টি দিয়ে রাইসা কে তো কিছু বলবো স্বপ্নের নারী যেমন হয় তার অভিনয়ের মাঝে সেটা সব মেয়ে খুজে পায় আর মেয়েরা ও নিজেকে অপূর্ব জায়গাতে নিজেকে বসিয়ে ফেলে সেটা মনে হয় তারা নিজেরা ও জানেনা প্রবাল অর্ক তাদের তুলনা শুধু তারা সত্যি মুগ্ধ হয়ে দেখেছি এবং ভবিষ্যৎ ও এমন কাজ দেখতে চাই।,1.0,1,আসলে নাটকটা দেখার পর আর কিছু বলার ভাষা আমার কাছে অবশিষ্ট নেই আমি যা বলবো সেটাই বলা কম হয়ে যাবে আরিয়ান <Gender> কে রিকোয়েস্ট সে যেন এভাবে আমাদের কে কাঁদিয়ে দিতে পারে বার বার তার সৃষ্টি দিয়ে অপূর্ব কে তো কিছু বলবো স্বপ্নের <Gender> যেমন হয় তার অভিনয়ের মাঝে সেটা সব <Gender> খুজে পায় আর <Gender> ও নিজেকে অপূর্ব জায়গাতে নিজেকে বসিয়ে ফেলে সেটা মনে হয় তারা নিজেরা ও জানেনা মিথিলা মেহজাবিন তাদের তুলনা শুধু তারা সত্যি মুগ্ধ হয়ে দেখেছি এবং ভবিষ্যৎ ও এমন কাজ দেখতে চাই।,আসলে নাটকটা দেখার পর আর কিছু বলার ভাষা আমার কাছে অবশিষ্ট নেই আমি যা বলবো সেটাই বলা কম হয়ে যাবে ফারহানা <Gender> কে রিকোয়েস্ট সে যেন এভাবে আমাদের কে কাঁদিয়ে দিতে পারে বার বার তার সৃষ্টি দিয়ে রাইসা কে তো কিছু বলবো স্বপ্নের <Gender> যেমন হয় তার অভিনয়ের মাঝে সেটা সব <Gender> খুজে পায় আর <Gender> ও নিজেকে অপূর্ব জায়গাতে নিজেকে বসিয়ে ফেলে সেটা মনে হয় তারা নিজেরা ও জানেনা প্রবাল অর্ক তাদের তুলনা শুধু তারা সত্যি মুগ্ধ হয়ে দেখেছি এবং ভবিষ্যৎ ও এমন কাজ দেখতে চাই।,আসলে নাটকটা দেখার পর আর কিছু বলার ভাষা আমার কাছে অবশিষ্ট নেই আমি যা বলবো সেটাই বলা কম হয়ে যাবে <Name> <Gender> কে রিকোয়েস্ট সে যেন এভাবে আমাদের কে কাঁদিয়ে দিতে পারে বার বার তার সৃষ্টি দিয়ে <Name> কে তো কিছু বলবো স্বপ্নের <Gender> যেমন হয় তার অভিনয়ের মাঝে সেটা সব <Gender> খুজে পায় আর <Gender> ও নিজেকে অপূর্ব জায়গাতে নিজেকে বসিয়ে ফেলে সেটা মনে হয় তারা নিজেরা ও জানেনা <Name> <Name> তাদের তুলনা শুধু তারা সত্যি মুগ্ধ হয়ে দেখেছি এবং ভবিষ্যৎ ও এমন কাজ দেখতে চাই।,1,1
"i m indian . ""বড় ছেলে নাটকটা অসাধারণ হয়েছে। এই রকম নাটক দেখিনি","i m indian . ""বড় মেয়ে নাটকটা অসাধারণ হয়েছে। এই রকম নাটক দেখিনি",1.0,1,"i m indian . ""বড় <Gender> নাটকটা অসাধারণ হয়েছে। এই রকম নাটক দেখিনি","i m indian . ""বড় <Gender> নাটকটা অসাধারণ হয়েছে। এই রকম নাটক দেখিনি","i m indian . ""বড় <Gender> নাটকটা অসাধারণ হয়েছে। এই রকম নাটক দেখিনি",1,1
"ধন্যবাদ জানাই  সেই মহান ব্যক্তিকে যার মাধ্যমেে এই নাটকটি শুরু থেকে শেষ হয়েছে এবং আমি এটা বিশ্বাস করি যে যত জন মানুষ দেখেছেন না কেঁদে থাকতে পারেন নি। আর প্রত্যক মধ্যবিত্ত পরিবারের বড় ছেলেদের বাস্তবতা তুুলে ধরা হয়েছে। মধ্যবিত্ত পরিবারের বড় ছেলেদের অনেক অভিনয় করতে হয় যে, সুখে না থেকেও সুখে থাকার অভিনয় করতে হয়।","ধন্যবাদ জানাই সেই মহতী ব্যক্তিকে যার মাধ্যমেে এই নাটকটি শুরু থেকে শেষ হয়েছে এবং আমি এটা বিশ্বাস করি যে যত জন মানুষ দেখেছেন না কেঁদে থাকতে পারেন নি। আর প্রত্যক মধ্যবিত্ত পরিবারের বড় মেয়েদের বাস্তবতা তুুলে ধরা হয়েছে। মধ্যবিত্ত পরিবারের বড় মেয়েদের অনেক অভিনয় করতে হয় যে, সুখে না থেকেও সুখে থাকার অভিনয় করতে হয়।",1.0,1,"ধন্যবাদ জানাই সেই <Gender> ব্যক্তিকে যার মাধ্যমেে এই নাটকটি শুরু থেকে শেষ হয়েছে এবং আমি এটা বিশ্বাস করি যে যত জন মানুষ দেখেছেন না কেঁদে থাকতে পারেন নি। আর প্রত্যক মধ্যবিত্ত পরিবারের বড় <Gender> বাস্তবতা তুুলে ধরা হয়েছে। মধ্যবিত্ত পরিবারের বড় <Gender> অনেক অভিনয় করতে হয় যে, সুখে না থেকেও সুখে থাকার অভিনয় করতে হয়।","ধন্যবাদ জানাই সেই <Gender> ব্যক্তিকে যার মাধ্যমেে এই নাটকটি শুরু থেকে শেষ হয়েছে এবং আমি এটা বিশ্বাস করি যে যত জন মানুষ দেখেছেন না কেঁদে থাকতে পারেন নি। আর প্রত্যক মধ্যবিত্ত পরিবারের বড় <Gender> বাস্তবতা তুুলে ধরা হয়েছে। মধ্যবিত্ত পরিবারের বড় <Gender> অনেক অভিনয় করতে হয় যে, সুখে না থেকেও সুখে থাকার অভিনয় করতে হয়।","ধন্যবাদ জানাই সেই <Gender> ব্যক্তিকে যার মাধ্যমেে এই নাটকটি শুরু থেকে শেষ হয়েছে এবং আমি এটা বিশ্বাস করি যে যত জন মানুষ দেখেছেন না কেঁদে থাকতে পারেন নি। আর প্রত্যক মধ্যবিত্ত পরিবারের বড় <Gender> বাস্তবতা তুুলে ধরা হয়েছে। মধ্যবিত্ত পরিবারের বড় <Gender> অনেক অভিনয় করতে হয় যে, সুখে না থেকেও সুখে থাকার অভিনয় করতে হয়।",1,1
"ধন্যবাদ জানাই  সেই মহান ব্যক্তিকে যার মাধ্যমেে এই নাটকটি শুরু থেকে শেষ হয়েছে এবং আমি এটা বিশ্বাস করি যে যত জন মানুষ দেখেছেন না কেঁদে থাকতে পারেন নি। আর প্রত্যক মধ্যবিত্ত পরিবারের বড় ছেলেদের বাস্তবতা তুুলে ধরা হয়েছে। মধ্যবিত্ত পরিবারের বড় ছেলেদের অনেক অভিনয় করতে হয় যে, সুখে না থেকেও সুখে থাকার অভিনয় করতে হয়।","ধন্যবাদ জানাই সেই মহতী ব্যক্তিকে যার মাধ্যমেে এই নাটকটি শুরু থেকে শেষ হয়েছে এবং আমি এটা বিশ্বাস করি যে যত জন মানুষ দেখেছেন না কেঁদে থাকতে পারেন নি। আর প্রত্যক মধ্যবিত্ত পরিবারের বড় মাইয়াদের বাস্তবতা তুুলে ধরা হয়েছে। মধ্যবিত্ত পরিবারের বড় মাইয়াদের অনেক অভিনয় করতে হয় যে, সুখে না থেকেও সুখে থাকার অভিনয় করতে হয়।",1.0,1,"ধন্যবাদ জানাই সেই <Gender> ব্যক্তিকে যার মাধ্যমেে এই নাটকটি শুরু থেকে শেষ হয়েছে এবং আমি এটা বিশ্বাস করি যে যত জন মানুষ দেখেছেন না কেঁদে থাকতে পারেন নি। আর প্রত্যক মধ্যবিত্ত পরিবারের বড় <Gender> বাস্তবতা তুুলে ধরা হয়েছে। মধ্যবিত্ত পরিবারের বড় <Gender> অনেক অভিনয় করতে হয় যে, সুখে না থেকেও সুখে থাকার অভিনয় করতে হয়।","ধন্যবাদ জানাই সেই <Gender> ব্যক্তিকে যার মাধ্যমেে এই নাটকটি শুরু থেকে শেষ হয়েছে এবং আমি এটা বিশ্বাস করি যে যত জন মানুষ দেখেছেন না কেঁদে থাকতে পারেন নি। আর প্রত্যক মধ্যবিত্ত পরিবারের বড় মাইয়াদের বাস্তবতা তুুলে ধরা হয়েছে। মধ্যবিত্ত পরিবারের বড় মাইয়াদের অনেক অভিনয় করতে হয় যে, সুখে না থেকেও সুখে থাকার অভিনয় করতে হয়।","ধন্যবাদ জানাই সেই <Gender> ব্যক্তিকে যার মাধ্যমেে এই নাটকটি শুরু থেকে শেষ হয়েছে এবং আমি এটা বিশ্বাস করি যে যত জন মানুষ দেখেছেন না কেঁদে থাকতে পারেন নি। আর প্রত্যক মধ্যবিত্ত পরিবারের বড় <Name> বাস্তবতা তুুলে ধরা হয়েছে। মধ্যবিত্ত পরিবারের বড় <Name> অনেক অভিনয় করতে হয় যে, সুখে না থেকেও সুখে থাকার অভিনয় করতে হয়।",1,1
আমি কোলকাতা  এই রকম নাটক দেখিনি .আমার  অপূর্ব ভাই  এর অভিনয় খুব ভালো লেগেছে .,আমি কোলকাতা এই রকম নাটক দেখিনি .আমার সাবিত্রী আফা এর অভিনয় খুব ভালো লেগেছে .,1.0,1,আমি কোলকাতা এই রকম নাটক দেখিনি .আমার অপূর্ব <Gender> এর অভিনয় খুব ভালো লেগেছে .,আমি কোলকাতা এই রকম নাটক দেখিনি .আমার <Gender> <Gender> এর অভিনয় খুব ভালো লেগেছে .,আমি কোলকাতা এই রকম নাটক দেখিনি .আমার <Gender> <Gender> এর অভিনয় খুব ভালো লেগেছে .,1,1
বড় ছেলে  ব্যাচ  আমার মনে হয় সবাই একবার হলেই দেখা অছিত ধন্যবাদ পরিচালক আরিয়ান ভাই কে,বড় মেয়ে ব্যাচ আমার মনে হয় সবাই একবার হলেই দেখা অছিত ধন্যবাদ পরিচালিকা হাবিবা বোন কে,1.0,1,বড় <Gender> ব্যাচ আমার মনে হয় সবাই একবার হলেই দেখা অছিত ধন্যবাদ <Gender> আরিয়ান <Gender> কে,বড় <Gender> ব্যাচ আমার মনে হয় সবাই একবার হলেই দেখা অছিত ধন্যবাদ <Gender> হাবিবা <Gender> কে,বড় <Gender> ব্যাচ আমার মনে হয় সবাই একবার হলেই দেখা অছিত ধন্যবাদ <Gender> <Name> <Gender> কে,1,1
বড় ছেলে  ব্যাচ  আমার মনে হয় সবাই একবার হলেই দেখা অছিত ধন্যবাদ পরিচালক আরিয়ান ভাই কে,বড় মেয়ে ব্যাচ আমার মনে হয় সবাই একবার হলেই দেখা অছিত ধন্যবাদ পরিচালিকা সাবিত্রী ভাবী কে,1.0,1,বড় <Gender> ব্যাচ আমার মনে হয় সবাই একবার হলেই দেখা অছিত ধন্যবাদ <Gender> আরিয়ান <Gender> কে,বড় <Gender> ব্যাচ আমার মনে হয় সবাই একবার হলেই দেখা অছিত ধন্যবাদ <Gender> <Gender> <Gender> কে,বড় <Gender> ব্যাচ আমার মনে হয় সবাই একবার হলেই দেখা অছিত ধন্যবাদ <Gender> <Gender> <Gender> কে,1,1
"আরিয়ান ভাই কে ধন্যবাদ,, আপনার নির্মাণশৈলী দারুন,,, পারেন সবার হৃদয় ছুতে,,,,","রাইসা ভাবী কে ধন্যবাদ,, আপনার নির্মাণশৈলী দারুন,,, পারেন সবার হৃদয় ছুতে,,,,",1.0,1,"আরিয়ান <Gender> কে ধন্যবাদ,, আপনার নির্মাণশৈলী দারুন,,, পারেন সবার হৃদয় ছুতে,,,,","রাইসা <Gender> কে ধন্যবাদ,, আপনার নির্মাণশৈলী দারুন,,, পারেন সবার হৃদয় ছুতে,,,,","<Name> <Gender> কে ধন্যবাদ,, আপনার নির্মাণশৈলী দারুন,,, পারেন সবার হৃদয় ছুতে,,,,",1,1
অসাধারণ ভাল লাগল ড্রামাটা ধন্যবাদ পরিচালক ও অভিনেতা-নেত্রীদের,অসাধারণ ভাল লাগল ড্রামাটা ধন্যবাদ পরিচালিকা ও অভিনেতা-নেত্রীদের,1.0,1,অসাধারণ ভাল লাগল ড্রামাটা ধন্যবাদ <Gender> ও অভিনেতা-নেত্রীদের,অসাধারণ ভাল লাগল ড্রামাটা ধন্যবাদ <Gender> ও অভিনেতা-নেত্রীদের,অসাধারণ ভাল লাগল ড্রামাটা ধন্যবাদ <Gender> ও অভিনেতা-নেত্রীদের,1,1
বড় ছেলে নাটক অনেক সুন্দর হয়েছে ধন্যবাদ ভাই আপনার ?? France,বড় মেয়ে নাটক অনেক সুন্দর হয়েছে ধন্যবাদ আফা আপনার ?? France,1.0,1,বড় <Gender> নাটক অনেক <Gender> হয়েছে ধন্যবাদ <Gender> আপনার ?? France,বড় <Gender> নাটক অনেক <Gender> হয়েছে ধন্যবাদ <Gender> আপনার ?? France,বড় <Gender> নাটক অনেক <Gender> হয়েছে ধন্যবাদ <Gender> আপনার ?? France,1,1
বড় ছেলে অপূবের কেরিয়ারের সেরা নাটক,বড় মেয়ে সিমন্তীর কেরিয়ারের সেরা নাটক,1.0,1,বড় <Gender> অপূবের কেরিয়ারের সেরা নাটক,বড় <Gender> সিমন্তীর কেরিয়ারের সেরা নাটক,বড় <Gender> <Name> কেরিয়ারের সেরা নাটক,1,1
অপূর্ব ভাই আপনার ও আপনার পরিবারের প্রতি শুভকামনা রহিল।,দুর্গা বোন আপনার ও আপনার পরিবারের প্রতি শুভকামনা রহিল।,1.0,1,অপূর্ব <Gender> আপনার ও আপনার পরিবারের প্রতি শুভকামনা রহিল।,দুর্গা <Gender> আপনার ও আপনার পরিবারের প্রতি শুভকামনা রহিল।,<Name> <Gender> আপনার ও আপনার পরিবারের প্রতি শুভকামনা রহিল।,1,1
কি বলবো অপূর্ব ভাই এর কথা খুব পছন্দ করি তোমাকে,কি বলবো নাজনিন আফা এর কথা খুব পছন্দ করি তোমাকে,1.0,1,কি বলবো অপূর্ব <Gender> এর কথা খুব পছন্দ করি তোমাকে,কি বলবো নাজনিন <Gender> এর কথা খুব পছন্দ করি তোমাকে,কি বলবো <Name> <Gender> এর কথা খুব পছন্দ করি তোমাকে,1,1
নাটকের শেষটা এমন হলো কেনো?তাহকে কি সবার খুশির বিরুদ্ধে বিয়ে করে নেয়া ঠিক!এখানে নায়ক এখনো তার পুরোনো ভালোবাসা ভুলতে পারে নি। তাহলে কি সে আরেকটি ছেলে কে খুশি রাখতে পারবে!,নাটকের শেষটা এমন হলো কেনো?তাহকে কি সবার খুশির বিরুদ্ধে বিয়ে করে নেয়া ঠিক!এখানে নায়িকা এখনো তার পুরোনো ভালোবাসা ভুলতে পারে নি। তাহলে কি সে আরেকটি মেয়ে কে খুশি রাখতে পারবে!,1.0,1,নাটকের শেষটা এমন হলো কেনো?তাহকে কি সবার খুশির বিরুদ্ধে বিয়ে করে নেয়া ঠিক!এখানে <Gender> এখনো তার পুরোনো ভালোবাসা ভুলতে পারে নি। তাহলে কি সে আরেকটি <Gender> কে খুশি রাখতে পারবে!,নাটকের শেষটা এমন হলো কেনো?তাহকে কি সবার খুশির বিরুদ্ধে বিয়ে করে নেয়া ঠিক!এখানে <Gender> এখনো তার পুরোনো ভালোবাসা ভুলতে পারে নি। তাহলে কি সে আরেকটি <Gender> কে খুশি রাখতে পারবে!,নাটকের শেষটা এমন হলো কেনো?তাহকে কি সবার খুশির বিরুদ্ধে বিয়ে করে নেয়া ঠিক!এখানে <Gender> এখনো তার পুরোনো ভালোবাসা ভুলতে পারে নি। তাহলে কি সে আরেকটি <Gender> কে খুশি রাখতে পারবে!,1,1
যে কপালে নাই তাকে মনে হই পাওয়াই যাই না আর আরিয়ান আপনি শ্রেষ্ঠ,যে কপালে নাই তাকে মনে হই পাওয়াই যাই না আর রাইসা  আপনি শ্রেষ্ঠা,1.0,1,যে কপালে নাই তাকে মনে হই পাওয়াই যাই না আর আরিয়ান আপনি <Gender>,যে কপালে নাই তাকে মনে হই পাওয়াই যাই না আর রাইসা আপনি <Gender>,যে কপালে নাই তাকে মনে হই পাওয়াই যাই না আর <Name> আপনি <Gender>,1,1
