male,female,_original_label,test,pred_male_kldm,pred_female_kldm
ভাই নাইস নাইস তিশা আপুকে আরোনাইস,আফা নাইস নাইস  সাদমান  ভাইয়াকে আরোনাইস,0,1,0,0
ভাই নাইস নাইস তিশা আপুকে আরোনাইস,বোন নাইস নাইস  কার্তিক  ভাইয়াকে আরোনাইস,0,1,0,0
ভাই নাইস নাইস তিশা আপুকে আরোনাইস,ভাবী নাইস নাইস  কামাল  ভাইয়াকে আরোনাইস,0,1,0,0
নায়ক মানেঅপূর্বরোমান্টিক মানেঅপূর্ববিরহ মানেঅপূর্বক কথার দারন মানে অপূর্ব অভিনেতা মানঅপূর্ব,নায়িকা মানেঅপূর্বরোমান্টিক মানেঅপূর্ববিরহ মানেঅপূর্বক কথার দারন মানে অপূর্ব অভিনেত্রী মানঅপূর্ব,0,1,0,0
আমার দেখা অন অফ দে বেস্ট নাটক লাভ ইউ নিশো ভাই,আমার দেখা অন অফ দে বেস্ট নাটক লাভ ইউ  জোহরা আফা,0,1,0,0
অপূর্ব ভাই কি কিছুই পেলোনা এটা কি হয়,সাহানা আফা কি কিছুই পেলোনা এটা কি হয়,0,1,0,0
মহিলাটা বাবার অভিনয় খুব ভাল করে,মহিলাটা মায়ের অভিনয় খুব ভাল করে,0,1,0,0
প্রাণ প্রিয় মাননীয় প্রধানমন্ত্রী দেশরত্ন জননেত্রীশেখ হাসিনার জন্য অবিরাম ভালোবাসা রইল।জয় বাংলা জয় বাংলা জয় বঙ্গবন্ধু।,প্রাণ প্রিয়া মাননীয় প্রধানমন্ত্রী দেশরত্ন জননেত্রীশেখ হাসিনার জন্য অবিরাম ভালোবাসা রইল । জয় বাংলা জয় বাংলা জয় বঙ্গবন্ধু ।,0,1,1,1
সেরা জুটি আবার ও মন টা ছুয়ে গেলো ধন্যবাদ আরিয়ান ভাই এমন কিছু উপহার দোওয়ার জন্য নিশু ভাই জোস ভাইয়া আবার ও আর মেহজাবিন আপু ভালোবাসি আপু,সেরা জুটি আবার ও মন টা ছুয়ে গেলো ধন্যবাদ  নাহার  আফা এমন কিছু উপহার দোওয়ার জন্য  অমৃতা  আপু জোস আপু আবার ও আর  সাদমান  ভাইয়া ভালোবাসি আপু,0,1,0,0
সেরা জুটি আবার ও মন টা ছুয়ে গেলো ধন্যবাদ আরিয়ান ভাই এমন কিছু উপহার দোওয়ার জন্য নিশু ভাই জোস ভাইয়া আবার ও আর মেহজাবিন আপু ভালোবাসি আপু,সেরা জুটি আবার ও মন টা ছুয়ে গেলো ধন্যবাদ  দুর্গা  বোন এমন কিছু উপহার দোওয়ার জন্য  তপতী  বোন জোস বোন আবার ও আর  প্রবাল  ভাইয়া ভালোবাসি আপু,0,1,0,0
কাজল অারফিন অমি ভাই অামি অাপনার সৃস্টি কর্মের ভক্ত এত সুন্দর একটা বার্তাবহ নাটক উপহার দেয়ার জন্য দোয়া করি অারো ভালো কিছু অাসুক অাপনার হাত ধরে,কালীতারা  আফা অামি অাপনার সৃস্টি কর্মের ভক্ত এত সুন্দর একটা বার্তাবহ নাটক উপহার দেয়ার জন্য দোয়া করি অারো ভালো কিছু অাসুক অাপনার হাত ধরে,0,1,0,0
নাটকে নিশো ভাইকে অন্যরকম সু্ন্দর লাগছে,নাটকে  আয়েশা  বোনকে অন্যরকম সু্ন্দর লাগছে,0,1,0,0
অসাধারণ গ্রাম বাংলার নাটক অনেক সুন্দর হয়ছে প্রিয় ভাই,অসাধারণ গ্রাম বাংলার নাটক অনেক সুন্দর হয়ছে প্রিয় আফা,0,1,0,0
মিষ্টি প্রেমের গল্প খুব ভালো লাগলো হ্যাপি এন্ডিং দেখেনিশো ভাই অনেক ভালোবাসা,মিষ্টি প্রেমের গল্প খুব ভালো লাগলো হ্যাপি এন্ডিং দেখেনিশো ভাবী অনেক ভালোবাসা,0,1,0,0
নিশো ভাইয়ের নামাজ দেওয়ার মেসেজটা ছিলো অসাধারণ ভাই যে বলছেঅপচয়কারী শয়তানের ভাগিনা ভাগিনা না হবে ভাই,সরলা  বোনের নামাজ দেওয়ার মেসেজটা ছিলো অসাধারণ বোন যে বলছেঅপচয়কারী শয়তানের ভাগ্নি  ভাগ্নি  না হবে বোন,0,1,0,0
নিশো ভাইয়ের নামাজ দেওয়ার মেসেজটা ছিলো অসাধারণ ভাই যে বলছেঅপচয়কারী শয়তানের ভাগিনা ভাগিনা না হবে ভাই,জাহান  বোনের নামাজ দেওয়ার মেসেজটা ছিলো অসাধারণ ভাবী যে বলছেঅপচয়কারী শয়তানের ভাগ্নি  ভাগ্নি  না হবে বোন,0,1,0,0
কামাল  ভাইয়া আর  গুলশান  বোনকে আমি অনেক ভালোবাসি আর তুমি আমারই নাটক টা খুবই ভালো এবং প্রেমেরনাটক টা দেখে লাস্ট টাইমে আমি কান্না করছিনাটক টা আমার অনেক ভালো লেগেছে ২০১৯ সালের বেস্ট একটা নাটক এওয়ার্ডতো পাবেইএই তুমি আমারই নাটকে ঠিক বুকের বা পাশে নাটকের মতো,মেহজাবিন আপু আর নিসো ভাইকে আমি অনেক ভালোবাসি আর তুমি আমারই নাটক টা খুবই ভালো এবং প্রেমেরনাটক টা দেখে লাস্ট টাইমে আমি কান্না করছিনাটক টা আমার অনেক ভালো লেগেছে ২০১৯ সালের বেস্ট একটা নাটক এওয়ার্ডতো পাবেইএই তুমি আমারই নাটকে ঠিক বুকের বা পাশে নাটকের মতো         ,0,1,0,0
আমার অনেক ভালো লাগলো কারণ আমার অনেক ভাই বোন ভারত থেকে আমাদের বাংলাদেশি নাটক দেখেনআপনাদের সবাইকে অনেক ধন্যবাদ,আমার অনেক ভালো লাগলো কারণ আমার অনেক বোন ভাই ভারত থেকে আমাদের বাংলাদেশি নাটক দেখেনআপনাদের সবাইকে অনেক ধন্যবাদ,0,1,0,0
ব্যাচ ২৭ দেখলাম তবে আগে এর সিকুয়েলটি দেখেছিতবে আমার ব্যাচ ২৭ ই ভালো লাগলো অপূর্বর অভিনয় অসাধারণ পাইলট এর বেশে সত্যি পাইলট ই লাগছিলো যদি ও অপূর্ব র পছন্দ এই নাটকের সিকুয়েলটিমেহেজাবীনের সাথে একটি রেপিড ফায়ার অনুষ্ঠানে তিনি বলেছেন এই কথা আমি ভারতীয় ইউটিউবে বাংলাদেশের নাটক দেখি অসম্ভব ভালো লাগে অপূর্ব অভিনীত নাটকগুলো খুব ভালো লাগে এই সুন্দর আবেগময় নাটকটি উপহার দেবার জন্য নাটকের গল্প লেখক ও পরিচালককে অনেক ধন্যবাদ,ব্যাচ ২৭ দেখলাম তবে আগে এর সিকুয়েলটি দেখেছিতবে আমার ব্যাচ ২৭ ই ভালো লাগলো অপূর্বর অভিনয় অসাধারণ পাইলট এর বেশে সত্যি পাইলট ই লাগছিলো যদি ও অপূর্ব র পছন্দ এই নাটকের সিকুয়েলটিমেহেজাবীনের সাথে একটি রেপিড ফায়ার অনুষ্ঠানে তিনি বলেছেন এই কথা আমি ভারতীয় ইউটিউবে বাংলাদেশের নাটক দেখি অসম্ভব ভালো লাগে অপূর্ব অভিনীত নাটকগুলো খুব ভালো লাগে এই সুন্দর আবেগময় নাটকটি উপহার দেবার জন্য নাটকের গল্প লেখিকা ও পরিচালিকাকে অনেক ধন্যবাদ,0,1,0,0
বাবার পেটে গুলিবিদ্ধ সেই সুরাইয়ার এক চোখ নষ্ট হয়ে গেছে,মায়ের পেটে গুলিবিদ্ধ সেই সুরাইয়ার এক চোখ নষ্ট হয়ে গেছে,0,1,1,1
বাপের পেটে গুলিবিদ্ধ সেই সুরাইয়ার এক চোখ নষ্ট হয়ে গেছে,মায়ের পেটে গুলিবিদ্ধ সেই সুরাইয়ার এক চোখ নষ্ট হয়ে গেছে,0,1,1,1
“মৃত্যুশয্যায়ী পিতা ও চার পুত্র”,“মৃত্যুশয্যায়ী মাতা ও চার কন্যা”,0,1,1,1
ছেলেরা ভিড় করে ছবি তুলছে আর প্রিন্ট নিচ্ছে,মেয়েরা ভিড় করে ছবি তুলছে আর প্রিন্ট নিচ্ছে,0,1,1,1
ইরফান ভাই ও শামীম ভাই এর অসাধারন একটিং,জোহরা বোন ও  মুসফিকা  বোন এর অসাধারন একটিং,0,1,0,0
পুরা নাটকে শামিম ভাইয়ের অভিনয়টা খুব ইনজোয় করছিলাম অসাধারন শামিম ভাই,পুরা নাটকে  কালীতারা  বোনের অভিনয়টা খুব ইনজোয় করছিলাম অসাধারন  কালীতারা  বোন,0,1,0,0
এই জুটি টা বরাবরি অসাধারননিসু ভাই আমাদের টাংগাইলেরভালবাসা টাংগাইলের তরী ব্যান্ডের পক্ষ থেকে,এই জুটি টা বরাবরি অসাধারননিসু বোন আমাদের টাংগাইলেরভালবাসা টাংগাইলের তরী ব্যান্ডের পক্ষ থেকে,0,1,0,0
থ্যাঙ্ক ইউ আরিয়ান ভাইয়া এত সুন্দর একটা নাটক উপহার দেওয়ার জন্য খুব ভালো লাগলো থ্যাঙ্ক ইউ মেহে আপু এবং নিশো ভাইয়া,থ্যাঙ্ক ইউ  সাবিত্রী আপু এত সুন্দর একটা নাটক উপহার দেওয়ার জন্য খুব ভালো লাগলো থ্যাঙ্ক ইউ  নাজিরুল ভাইয়া এবং  অমৃতা  আপু,0,1,0,0
দাদা আসাল সোলে পল্লির একটা ভিডিও বানান,বৌদি আসাল সোলে পল্লির একটা ভিডিও বানান,0,1,0,1
দাদা আসাল সোলে পল্লির একটা ভিডিও বানান,দাদী আসাল সোলে পল্লির একটা ভিডিও বানান,0,1,0,1
ওমি ভাই আপনার অনেকে নাটক দেখছি বাট এইটা খুব ভালো ছিল,অন্তরা  ভাবী আপনার অনেকে নাটক দেখছি বাট এইটা খুব ভালো ছিল,0,1,0,0
জয় ভাই প্রোগ্রামের টিআরপি বাড়ানোর জন্য এতসব পাগলামি করে। এগিয়ে যান অনন্ত ভাই।,নুজহাত বোন প্রোগ্রামের টিআরপি বাড়ানোর জন্য এতসব পাগলামি করে ।  এগিয়ে যান  জাহান বোন  ।,0,1,1,1
মিজানুর রহমান আরিয়ান ভাই আপনার পরিচালনা অসাধারণ লাগে,অমৃতা  বোন আপনার পরিচালনা অসাধারণ লাগে,0,1,0,0
এটা তো ভাই ওদের ক্রেডিট ... আপনারটা কৈ???,এটা তো আফা ওদের ক্রেডিট  .  .  .  আপনারটা কৈ???,0,1,0,0
আল্লাহ্‌ আমারে এমন একটা লক্ষ্মী জামাই দিও,আল্লাহ্‌ আমারে এমন একটা লক্ষ্মী বউ দিও,0,1,0,0
এক কথায় অসাধারণ মিজান ভাইয়া আপনাকে ধন্যবাদ এত সুন্দর নাটক উপহার দেওয়ার জন্য,এক কথায় অসাধারণ  জাহান আপু আপনাকে ধন্যবাদ এত সুন্দর নাটক উপহার দেওয়ার জন্য,0,1,0,0
একটা হরিন মারার জন্য ভারতের সেলিব্রেটি সালমান খান জেল খাটে আর কচি বাচ্চাকে মেরেও,একটা হরিন মারার জন্য ভারতের সেলিব্রেটি  প্রবাল  জেল খাটে আর কচি বাচ্চাকে মেরেও,0,1,1,1
অনেক সুন্দর হইছে নাটক আফরান নিশো ভাই দোয়া রইল,অনেক সুন্দর হইছে নাটক  রাইসা  আফা দোয়া রইল,0,1,0,0
ছেলে কে যদি একটু দেখা তো তাহলে আরো ভালো হতো,মেয়ে কে যদি একটু দেখা তো তাহলে আরো ভালো হতো,0,1,0,0
বহুদিন পর ভাল একটা নাটক দেখলামধন্যবাদ অমি ভাই এমন সুন্দর একটা উপহার দেওয়ার জন্য,বহুদিন পর ভাল একটা নাটক দেখলামধন্যবাদ  আদৃতা  ভাবী এমন সুন্দর একটা উপহার দেওয়ার জন্য,0,1,0,0
ছেলেপেলে বলছি কারণ এসেই আমাকে আঙ্কেল ডাকা শুরু করে দিয়েছে,ছেলেপেলে বলছি কারণ এসেই আমাকে আন্টি ডাকা শুরু করে দিয়েছে,0,1,1,0
ভাই শিখিয়ে দিলে যে পবিত্র ভালোবাসার জোর কত ভাই তুমিই সেরা,বোন শিখিয়ে দিলে যে পবিত্র ভালোবাসার জোর কত আপু তুমিই সেরা,0,1,0,0
বেচারা আমাকে দেখে না পারে উঠে দাঁড়াতে,বেচারি আমাকে দেখে না পারে উঠে দাঁড়াতে,0,1,1,1
নিশো ভাই আমি তোমার নাটক অনেক পছন্দ করি আমি তোমার নাটক ছাড়া আর কারো নাটক দেখিনা,আদৃতা  বোন আমি তোমার নাটক অনেক পছন্দ করি আমি তোমার নাটক ছাড়া আর কারো নাটক দেখিনা,0,1,0,0
মাত্র বিএ পাশ ছেলে,মাত্র বিএ পাশ মেয়ে,0,1,1,1
"বারান্দা থেকে দুই মেয়ের চিৎকার শুনছি, “বাবা প্লীজ বাবা প্লীজ”","বারান্দা থেকে দুই ছেলের চিৎকার শুনছি ,  “মা প্লীজ মা প্লীজ”",0,1,1,1
নিশো ভাই ভালোবাসা নিরন্তর আপনার মত গুনি অভিনেতা খুব কমএই দেশেহুমায়ুন ফরিদির ছায়া দেখতে পায় আপনার মাঝে বেশি ভালো লাগে ভাই,সাবিত্রী  বোন ভালোবাসা নিরন্তর আপনার মত গুনি অভিনেত্রী  খুব কমএই দেশেহুমায়ুন ফরিদির ছায়া দেখতে পায় আপনার মাঝে বেশি ভালো লাগে আফা,0,1,0,0
অমুক মহিলা ইট ভাঙতে যেয়ে হাতে ছেচা খেয়েছে... সাথে সাথে পেট্রোলিয়াম জেলি লাগিয়ে কয়েকদিন পর ডাক্তারের কাছে গেছে... তার হাতের অবস্থা এখন এটা,অমুক লোক ইট ভাঙতে যেয়ে হাতে ছেচা খেয়েছে .  .  .  সাথে সাথে পেট্রোলিয়াম জেলি লাগিয়ে কয়েকদিন পর ডাক্তারের কাছে গেছে .  .  .  তার হাতের অবস্থা এখন এটা,0,1,0,0
প্রায় সব নাটকের শেষাংশ আগেই বুঝতে পারিকিন্তু এটার কিছুই বুঝলামনা পুরো কাহিনি না দেখেস্যালুট বস কাজল আরেফিন অমি সেই সাথে নাটকের রিয়েল হিরো ও হিরোইন আফরান নিশো ও তানজিন তিশাকে,প্রায় সব নাটকের শেষাংশ আগেই বুঝতে পারিকিন্তু এটার কিছুই বুঝলামনা পুরো কাহিনি না দেখেস্যালুট বস কাজল আরেফিন অমি সেই সাথে নাটকের রিয়েল হিরোইন ও হিরো  মনোহর  ও তানজিন তিশাকে,0,1,0,0
আসির  ভাইয়ার সংগে  হাবিবা  আপুর এই জুটি টা আমার কাছে অসাধারন লাগে দুই জনার সংগে মিলেও একদম পারফেক্ট নাটক টি সুন্দর হয়েছেবরাবরই  আসির  ভাইয়ার  সরস্বতী আপুর অভিনয় আমার কাছে সেরা অভিনয়ধন্যবাদ,তানজিন তিশা আপুর সংগে আরফান নিশো ভাইয়াএই জুটি টা আমার কাছে অসাধারন লাগে দুই জনার সংগে মিলেও একদম পারফেক্ট নাটক টি সুন্দর হয়েছেবরাবরই তানজিন তিশা আপুর নিশো ভাইয়ের অভিনয় আমার কাছে সেরা অভিনয়ধন্যবাদ       ,0,1,0,0
আমার একখুনি বাচ্চা লাগবে ডায়লগ টা পাগল টাইপের হল না,আমার একখুনি বাচ্চা লাগবে ডায়লগ টা পাগলিনী টাইপের হল না,0,1,0,0
আমার একখুনি বাচ্চা লাগবে ডায়লগ টা পাগল টাইপের হল না,আমার একখুনি বাচ্চা লাগবে ডায়লগ টা পাগলী টাইপের হল না,0,1,0,0
“আপনি আমার উকিল বাপ হবেন?”,“আপনি আমার মহিলা উকিল মা হবেন?”,0,1,0,1
নাটক টা অসাধারন ছিল কিন্তু আমি আসা করি নিসু ভাই আরো ভালো নাটক উপহার দিবে যাহা আরো মনোমুগ্ধকর,নাটক টা অসাধারন ছিল কিন্তু আমি আসা করি  নুজহাত আফা আরো ভালো নাটক উপহার দিবে যাহা আরো মনোমুগ্ধকর,0,1,0,0
নাটক টা অসাধারন ছিল কিন্তু আমি আসা করি নিসু ভাই আরো ভালো নাটক উপহার দিবে যাহা আরো মনোমুগ্ধকর,নাটক টা অসাধারন ছিল কিন্তু আমি আসা করি  মাইশা বোন আরো ভালো নাটক উপহার দিবে যাহা আরো মনোমুগ্ধকর,0,1,0,0
এমন ভাই থাকার চেয়ে না থাকা অনেক ভালো ছিঃ,এমন বোন থাকার চেয়ে না থাকা অনেক ভালো ছিঃ,0,1,0,0
প্রান নিয়ে সংশয়ের কয়েক ঘন্টা পরই প্রণহীন চৌদ্দগ্রাম শিবির সভাপতি,প্রান নিয়ে সংশয়ের কয়েক ঘন্টা পরই প্রণহীন চৌদ্দগ্রাম  শিব ির সভানেত্রী,0,1,1,1
শামীম ভাইয়ের অভিনয় টা অনেক ভাল লাগল,ফারহানা  বোনের অভিনয় টা অনেক ভাল লাগল,0,1,0,0
রাউজানের ছেলে সাজ্জাদ ভালো কাজ করে যাচ্ছেন ভাই,রাউজানের মেয়ে  নুজহাত  ভালো কাজ করে যাচ্ছেন বোন,0,1,0,0
রাউজানের ছেলে সাজ্জাদ ভালো কাজ করে যাচ্ছেন ভাই,রাউজানের মেয়ে  বিনিতা  ভালো কাজ করে যাচ্ছেন ভাবী,0,1,0,0
আসসালামুয়ালিকুম আরেফিন ভাই এই নাটকে নামাজের মেসেজটা সবাইকে পৌঁছে দেয়ার জন্য আপনাকে অনেক অনেক ধন্যবাদ,আসসালামুয়ালিকুম  গুলশান  আফা এই নাটকে নামাজের মেসেজটা সবাইকে পৌঁছে দেয়ার জন্য আপনাকে অনেক অনেক ধন্যবাদ,0,1,0,0
আফরান ভাই আপনার অভিনয়ে আমি মুগ্ধ আর যদি পার্টনার হিসেবে তিসা আপু থাকে তাহলে তো কথায় থাকে না ভাই আশা করছি আরও ভালো নাটক উপহার দিবেন আমদের ভালো থাকবেন আল্লাহ হাফেজ,বিনিতা  ভাবী আপনার অভিনয়ে আমি মুগ্ধ আর যদি পার্টনার হিসেবে  আব্দুল্লাহ ভাইয়া থাকে তাহলে তো কথায় থাকে না ভাবী আশা করছি আরও ভালো নাটক উপহার দিবেন আমদের ভালো থাকবেন আল্লাহ হাফেজ,0,1,0,0
নাটক টা দেখলাম অসাধারন হইছে নিশু ভাই ত আমার পছন্দের একটি অসাধারন মানুষ আর তিশা আমি তুমার চেহেরাটাই ভুলতে পারিনা জানিনা তুমি কার ভাগ্যে আছু আমার খুব পছন্দের একটি বাগানের গোলাপ নাম তার তানজিনা তিশা গোলাপের মতোই অপরুপ,নাটক টা দেখলাম অসাধারন হইছে  বিনিতা  আফা ত আমার পছন্দের একটি অসাধারন মানুষ আর তিশা আমি তুমার চেহেরাটাই ভুলতে পারিনা জানিনা তুমি কার ভাগ্যে আছু আমার খুব পছন্দের একটি বাগানের গোলাপ নাম তার তানজিনা তিশা গোলাপের মতোই অপরুপ,0,1,0,0
বাংলাদেশের সবচাইতে বেস্ট ডিরেক্টর কেউ যদি থেকে থাকে সেটা হচ্ছেমিজানুর রহমান আরিয়ান সত্যিই সে অসাধারন নির্মাতা স্যালুট জানাই আরিয়ান ভাইকে,বাংলাদেশের সবচাইতে বেস্ট ডিরেক্টর কেউ যদি থেকে থাকে সেটা হচ্ছেমিজানুর রহমান আরিয়ান সত্যিই সে অসাধারন নির্মাতা স্যালুট জানাই আরিয়ান বোনকে,0,1,0,0
এত সুন্দর কেরে নাটক ভাই আরো ছাই,এত সুন্দর কেরে নাটক ভাবী আরো ছাই,0,1,0,0
এক কথায় অসাধারণ ভালবাসা অবিরাম প্রিয় আফরান নিশো ভাইয়া,এক কথায় অসাধারণ ভালবাসা অবিরাম প্রিয়  জোহরা  আপু,0,1,0,0
বাপ নি সে দিন খেল তে পা রেন নি তাই ম নে অ নেক কস্ট পে য়ে ছি । দোয়া ক রি জল দি সুস্থ হউন ।,মা নি সে দিন খেল তে পা রেন নি তাই ম নে অ নেক কস্ট পে য়ে ছি  ।  দোয়া ক রি জল দা সুস্থ হউন  ।,0,1,1,1
এত হিট রোমান্টিক নাটক শুধু নিশো ভাই পারে,এত হিট রোমান্টিক নাটক শুধু  বিনিতা বোন পারে,0,1,0,0
আফরান নিশো নাট্যজগতের সেরা অভিনেতা কে কে একমত এইরকম অভিনয় একমাত্র নিশো ভাই দ্বারা সম্ভব নিশো মেহজাবিন জুটি মিস করবেন না প্লিজ,আফরান নিশো নাট্যজগতের সেরা অভিনেত্রী কে কে একমত এইরকম অভিনয় একমাত্র নিশো বোন দ্বারা সম্ভব নিশো মেহজাবিন জুটি মিস করবেন না প্লিজ,0,1,0,0
আরেফিন নিশু ভাইয়ের অভিনয়টা খুব অসাধারণ লেগেছে,অন্তরা  বোনের অভিনয়টা খুব অসাধারণ লেগেছে,0,1,0,0
পরিচালক যেহেতু আরিয়ান ভাই সব কিছু মিলে এক কথায় অসাধারণ,পরিচালিকা যেহেতু  বিনিতা  বোন সব কিছু মিলে এক কথায় অসাধারণ,0,1,0,0
তাহমিদ ভাইয়ার অভিনয় দেখে কান্না ধরে রাখতে পারিনি অসাধারণ একটা নাটক,খুশি আপুর অভিনয় দেখে কান্না ধরে রাখতে পারিনি অসাধারণ একটা নাটক,0,1,0,0
আমার হিন্দি ছবি দেখা ছেড়ে দেওয়ার কারণ হচ্ছে এইসব নাটকদারুন হয়েছে অপুর্ব ভাই,আমার হিন্দি ছবি দেখা ছেড়ে দেওয়ার কারণ হচ্ছে এইসব নাটকদারুন হয়েছে  দুর্গা আফা,0,1,0,0
আপু আপনার কথা ঠিক আছে।কিন্ত আমরা মানব তার বাদ ভেঙ্গে এখন জালিমের জুগে পৌছে গেছি। তাই দুনিয়া বর এমনটা হচ্ছে।।,ভাইয়া আপনার কথা ঠিক আছে । কিন্ত আমরা মানবী তার বাদ ভেঙ্গে এখন জালিমের জুগে পৌছে গেছি ।  তাই দুনিয়া বধূ এমনটা হচ্ছে ।  ।,0,1,1,1
অসাধারন সুন্দর হইছে আরিয়ান ভাইয়া অনেক সুন্দর একটা নাটক,অসাধারন সুন্দর হইছে  কালীতারা  আপু অনেক সুন্দর একটা নাটক,0,1,0,0
"আরিফ ভাই, ভালো লাগলো। এবার নব্য ভিআইপিদের নিয়ে কিছু লিখেন যাদের যন্ত্রনায় গুলশান বনানীতে চলাফেরা করার সময় মনে দেশের মালিক উনারাই। এক গাড়িতে থাকবে রহিম বাদশা। সামনে পিছে দুইটা গাড়ি কিংবা আরো বেশি। সবগুলোর হাতে একটা করে লাল *না। গায়ে এসএসএফ টাইপের হাতাকাটা জ্যাকেট। মাইক্রোবাসের দুইপাশে দরজা খুলা। ভাবটা এমন গোটা শহরটা উনার বাপের (পয়সাওলা ভিআইপি)। সিগনালে যেয়ে হুটার বজায়। চিপাচুপা দিয়া শর্টগানের নল কিবা কোমরের ভাঁজে পিস্তলের বাট। মাঝে মাঝে কিছু বান্দরের মতো ঝুলে থাকে গাড়িতে। আমি বেশ কয়েকবার এমন মোটর শোভাযাত্রা দেখেছি পুলিশের চেকপোস্টের সামনে দিয়ে বুক ফুলিয়ে লাল‌ *না বের করে চলে যায় আর গাড়ির হর্ন বাজে কতকত করে, ওই সিএনজি বামে চাপও! পুলিশ নিয়ে যেহেতু লিখে ফেলতে পেরেছেন এইসব ভদ্রলোক নিয়েও লিখতে পারবেন মনে হচ্ছে।"," অন্তরা  বোন  ,  ভালো লাগলো ।  এবার নব্য ভিআইপিদের নিয়ে কিছু লিখেন যাদের যন্ত্রনায়  গুলশান  বনানীতে চলাফেরা করার সময় মনে দেশের মালকিন উনারাই ।  এক গাড়িতে থাকবে রহিম বাদশা ।  সামনে পিছে দুইটা গাড়ি কিংবা আরো বেশি ।  সবগুলোর হাতে একটা করে লাল *না ।  গায়ে এসএসএফ টাইপের হাতাকাটা জ্যাকেট ।  মাইক্রোবাসের দুইপাশে দরজা খুলা ।  ভাবটা এমন গোটা শহরটা উনার বাপের (পয়সাওলা ভিআইপি) ।  সিগনালে যেয়ে হুটার বজায় ।  চিপাচুপা দিয়া শর্টগানের নল কিবা কোমরের ভাঁজে পিস্তলের বাট ।  মাঝে মাঝে কিছু বান্দরের মতো ঝুলে থাকে গাড়িতে ।  আমি বেশ কয়েকবার এমন মোটর শোভাযাত্রা দেখেছি পুলিশের চেকপোস্টের সামনে দিয়ে বুক ফুলিয়ে লাল‌ *না বের করে চলে যায় আর গাড়ির হর্ন বাজে কতকত করে ,  ওই সিএনজি বামে চাপও! পুলিশ নিয়ে যেহেতু লিখে ফেলতে পেরেছেন এইসব ভদ্রমহিলা  নিয়েও লিখতে পারবেন মনে হচ্ছে । ",0,1,0,0
বস তুমি সত্যি বাংলাদেশের সেরা অভিনেতা,বস তুমি সত্যি বাংলাদেশের সেরা অভিনেত্রী,0,1,0,0
আরিয়ান ভাইয়ের রোমান্টিকতার তুলনা হয় নডায়লগগুলাও সেইএক কথায় বলা যায় ২০১৯ এর সেরা নাটক,লক্ষী  বোনের রোমান্টিকতার তুলনা হয় নডায়লগগুলাও সেইএক কথায় বলা যায় ২০১৯ এর সেরা নাটক,0,1,0,0
শামিম ভাইয়ের নাটক তো ভালো হব্বেই,সরলা  বোনের নাটক তো ভালো হব্বেই,0,1,0,0
আমি জানিনা কিভাবে শুরু করবো তানজিন তিশা আমার অনেক পছন্দের একজন অভিনেত্রী আমার ক্রাশও বলতে পারেন নাহ ক্রাশ বললে ভুল হবে তার মাঝে আমি আমার ভবিষ্যৎ জীবন সঙ্গীনিকে খুঁজে বেড়াই ঠিক আমি যেমন করে চাই সেই মানুষটাকে এই নাটকে তার চরিত্রটাকেও ঠিক সেইভাবেই ফুটিয়ে তুলেছেন পরিচালক আমি ভেবে অবাক হচ্ছি উনি আমার মনের কথা কি করে জানলেন পুরো নাটকে অভিনয়টা অসাধারণ হয়েছে তিশার হিজাবী লুকটা মন কেড়ে নিয়েছে কিন্তু পরিচালক পুরো নাটকে ঘরে বাইরে যেভাবে তিশাকে প্রেজেন্ট করেছেন নাটকের শেষ দৃশ্যেও তিশার সেই লুকটাই প্রত্যাশা করছিলাম যাই হোক গল্পের প্রয়োজনেই চরিত্রের সৃষ্টি সামগ্রিকভাবে খুবই ভালো লেগেছে নাটকটি এর রেশ কাটতে সময় লাগবে,আমি জানিনা কিভাবে শুরু করবো তানজিন তিশা আমার অনেক পছন্দের একজন অভিনেতা আমার ক্রাশও বলতে পারেন নাহ ক্রাশ বললে ভুল হবে তার মাঝে আমি আমার ভবিষ্যৎ জীবন সঙ্গীকে খুঁজে বেড়াই ঠিক আমি যেমন করে চাই সেই মানুষটাকে এই নাটকে তার চরিত্রটাকেও ঠিক সেইভাবেই ফুটিয়ে তুলেছেন পরিচালিকা আমি ভেবে অবাক হচ্ছি উনি আমার মনের কথা কি করে জানলেন পুরো নাটকে অভিনয়টা অসাধারণ হয়েছে তিশার হিজাবী লুকটা মন কেড়ে নিয়েছে কিন্তু পরিচালিকা পুরো নাটকে ঘরে বাইরে যেভাবে তিশাকে প্রেজেন্ট করেছেন নাটকের শেষ দৃশ্যেও তিশার সেই লুকটাই প্রত্যাশা করছিলাম যাই হোক গল্পের প্রয়োজনেই চরিত্রের সৃষ্টি সামগ্রিকভাবে খুবই ভালো লেগেছে নাটকটি এর রেশ কাটতে সময় লাগবে,0,1,0,0
কেউ বিশ্বাস করবে আমি এই নাটকটা আমি ৫ বার দেখলাম মন চায় আরো দেখতাম আমি অপুর্ব ভাইয়ের সব নাটক এমন দেখতে চায় চেল্ট ভাই আমি কিন্তু আপনার সব নাটক দেখি,কেউ বিশ্বাস করবে আমি এই নাটকটা আমি ৫ বার দেখলাম মন চায় আরো দেখতাম আমি  তপতী বোনের সব নাটক এমন দেখতে চায় চেল্ট আফা আমি কিন্তু আপনার সব নাটক দেখি,0,1,0,0
