male,female,_original_label,test,male_prediction,female_prediction
একজন এনামং এর ভক্ত হিসেবে আমি এটা মেনে নিতে পারছি না এনাম ভাই আমাদের আমাদের ষোল কোটিই মানুষের গর্জন । এনাম ভাই এর কিছু হলে জলবে আগুন ঘরে ঘরে এনাম ভাই চিন্তা নাই এগার তারিখে খেলে দিবো আমরা,একজন  বিনিতা ং এর ভক্ত হিসেবে আমি এটা মেনে নিতে পারছি না  বিনিতা  আফা আমাদের আমাদের ষোল কোটিই মানুষের গর্জন  ।   বিনিতা  আফা এর কিছু হলে জলবে আগুন ঘরে ঘরে  বিনিতা  আফা চিন্তা নাই এগার তারিখে খেলে দিবো আমরা,1,1,0,0
যাহারা এই কাজের সাথে জড়িত তাহারা তো কাজ শেষ করেই কানাডার বেগম পাড়ায় চলে যাবে । আপনি আমি মরলে তাদেরতো কিছু যায় আসেনারে ভাই ।,যাহারা এই কাজের সাথে জড়িত তাহারা তো কাজ শেষ করেই কানাডার নবাব পাড়ায় চলে যাবে  ।  আপনি আমি মরলে তাদেরতো কিছু যায় আসেনারে ভাবী  ।,1,1,0,0
গরুর মুত্র খেয়ে পাগল হয়ে গেছে ।,গরুর মুত্র খেয়ে পাগলী হয়ে গেছে  ।,1,1,0,0
কি জানি ভাই এত সব বুঝি না । বড় বড় লোকের বড় বড় কারবার ।,কি জানি বোন এত সব বুঝি না  ।  বড় বড় লোকের বড় বড় কারবার  ।,1,1,0,0
মুদির সাথে দেখা করার পর তার সুন্নতে খাতনা করা হয়েছে । মানে আবার নতুন করে মুসলমানি করানো হয়েছে । আবাল চুদা,মুদির সাথে দেখা করার পর তার সুন্নতে খাতনা করা হয়েছে  ।  মানে আবার নতুন করে মুসলমানি করানো হয়েছে  ।  আবালনি চুদা,1,1,0,0
সাত ভাইয়ের ছম্পা পরী তারা হেঁসে খেলে করে কাজ তাই ত তাদের নেইকো লাজ,সাত বোনের  নুজহাত  জ্বিন তারা হেঁসে খেলে করে কাজ তাই ত তাদের নেইকো লাজ,1,1,0,0
মদ পৃথিবীর শ্রেষ্ঠ ঔষধি পানীয় মদ হাজার বছরের ঐতিহ্য সংস্কৃতির ধারক বাহক রাজা বাদশা ধনী গরীব কৃষক শ্রমিকের দুঃখ ভোলার অমীয় উপাদান পৃথিবী যতদিন থাকবে মদ ততদিন পর্যন্ত থাকবে মদ মানুষের জন্য আশির্বাদ জয় মদ মদ জিন্দাবাদ তুমি মদ খাও মানুষ হও ।,মদ পৃথিবীর শ্রেষ্ঠ ঔষধি পানীয় মদ হাজার বছরের ঐতিহ্য সংস্কৃতির ধারক বাহক রাণী বাদশা ধনী গরীব কৃষাণী শ্রমিকের দুঃখ ভোলার অমীয় উপাদান পৃথিবী যতদিন থাকবে মদ ততদিন পর্যন্ত থাকবে মদ মানুষের জন্য আশির্বাদ জয় মদ মদ জিন্দাবাদ তুমি মদ খাও মানুষ হও  ।,1,1,0,0
ভাইয়া সাইডে থাকা বাঁশের সাথে তোমারে উল্টা করে বেঁধে কয়েকটা ছবি তুলে সেই পিক দিয়ে একটা স্লাইডশো ভিডিও তৈরি করতে চাই  ।  বিলিভ মি ইউটিউবে অনেক ভিউ হবে  ।,আপু সাইডে থাকা বাঁশের সাথে তোমারে উল্টা করে বেঁধে কয়েকটা ছবি তুলে সেই পিক দিয়ে একটা স্লাইডশো ভিডিও তৈরি করতে চাই । বিলিভ মি ইউটিউবে অনেক ভিউ হবে ।,1,1,0,0
তুমি শালা গান করলেও বাতিল গান না করলেও বাতিল বেঁচে থাকলেও বাতিল মরে গেলেও বাতিল,তুমি শালী গান করলেও বাতিল গান না করলেও বাতিল বেঁচে থাকলেও বাতিল মরে গেলেও বাতিল,1,1,0,0
না ভাই বিয়ের পর আসলেই ঠিক হয়ে যায় । আমার এক্স এর ওয়াইফাই ঠিক হইসে ওর বিয়ের পর । ওর বিয়ের আগে ওর নেট প্রচুর ডিস্টার্ব দিতো । ওর বিয়ের পর দেখলাম ওর নেট ঠিক হয়ে গেসে । অনেক ফাস্ট রিপ্লাই দেয়,না বোন বিয়ের পর আসলেই ঠিক হয়ে যায়  ।  আমার এক্স এর হাজব্যান্ড ঠিক হইসে ওর বিয়ের পর  ।  ওর বিয়ের আগে ওর নেট প্রচুর ডিস্টার্ব দিতো  ।  ওর বিয়ের পর দেখলাম ওর নেট ঠিক হয়ে গেসে  ।  অনেক ফাস্ট রিপ্লাই দেয়,1,1,0,0
দাদা দেখি আর্ন্তজাতিক মানের কতা কইতাছে । ধন্যবাদ দাদা আগায়ে জান ।,দাদী দেখি আর্ন্তজাতিক মানের কতা কইতাছে  ।  ধন্যবাদ দাদী আগায়ে জান  ।,1,1,0,0
নিউজ সংকটে ভুগছে প্রথম আলো । অজ্ঞাত কবি ।,নিউজ সংকটে ভুগছে প্রথম আলো  ।  অজ্ঞাত মহিলা কবি  ।,1,1,0,0
সাকিব ভাই আপনার কাছে আমার একটা দাবি ছিলো । প্লিজ সাকিব ভাই আপনার ছেলের নামটা নাজমুল হাসান পাপন রাইখেন । আমরা যারা আপনার ফ্যান আছি আমাদের সবার ইচ্ছে ফিওচারে আপনাকে পাপনের বাপ পাপনের বাপ বলে ডাকবো ।,সাহানা  আফা আপনার কাছে আমার একটা দাবি ছিলো  ।  প্লিজ  সাহানা  আফা আপনার মেয়ের নামটা নাজমুল হাসান পাপন রাইখেন  ।  আমরা যারা আপনার ফ্যান আছি আমাদের সবার ইচ্ছে ফিওচারে আপনাকে  সরলা  মা  সরলা  মা বলে ডাকবো  ।,1,1,0,0
ভাই তুর চিকিৎসা দায়িত্ব আমি নিব তারপরও উল্টো পাল্টা কথা বলিস না ।,বোন তুর চিকিৎসা দায়িত্ব আমি নিব তারপরও উল্টো পাল্টা কথা বলিস না  ।,1,1,0,0
স্যার শূন্য সরকার আর লিটল বাঁশ এদের জন্য আজ ম্যাচ হেরে গেলো,ম্যাডাম শূন্য সরকার আর লিটল বাঁশ এদের জন্য আজ ম্যাচ হেরে গেলো,1,1,0,0
আমার কোন ভাই বোন নাই ভগবান বাচাইছে,আমার কোন ভাবী ভাই নাই ভগবতী বাচাইছে,1,1,0,0
এক গ্রামে এক কৃষকের গরু হারিয়ে গেছে । সারাদিন খোঁজা খুঁজি করে না পেয়ে শুকনো মুখে বাড়িতে ফিরে আসে বারান্দায় বসে পুত্রকে বললো । এক গ্লাস পানি দাও তো ভাই । !,এক গ্রামে এক কৃষকের গরু হারিয়ে গেছে  ।  সারাদিন খোঁজা খুঁজি করে না পেয়ে শুকনো মুখে বাড়িতে ফিরে আসে বারান্দায় বসে কন্যাকে বললো  ।  এক গ্লাস পানি দাও তো আফা  ।  !,1,1,0,0
এক গ্রামে এক কৃষকের গরু হারিয়ে গেছে । সারাদিন খোঁজা খুঁজি করে না পেয়ে শুকনো মুখে বাড়িতে ফিরে আসে বারান্দায় বসে পুত্রকে বললো । এক গ্লাস পানি দাও তো ভাই । !,এক গ্রামে এক কৃষকের গরু হারিয়ে গেছে  ।  সারাদিন খোঁজা খুঁজি করে না পেয়ে শুকনো মুখে বাড়িতে ফিরে আসে বারান্দায় বসে কন্যাকে বললো  ।  এক গ্লাস পানি দাও তো বোন  ।  !,1,1,0,0
আশায় আছি আরেকটা ডাব্বা উপভোগ করার । সাকিব ভাই আশরাফুলের জায়গায় হলে আরো দুই ম্যাচ আগে বাদ পড়তেন । বাহিরের জগৎ বাদ দিয়ে ক্রিকেটে মনোযোগ দেন । তা নাহলে আর কিছু দিন পর কেউ আপনাকে আর হয়তো মনে রাখবে না ।,আশায় আছি আরেকটা ডাব্বা উপভোগ করার  ।   ফারহানা  আফা  কালীতারা  জায়গায় হলে আরো দুই ম্যাচ আগে বাদ পড়তেন  ।  বাহিরের জগৎ বাদ দিয়ে ক্রিকেটে মনোযোগ দেন  ।  তা নাহলে আর কিছু দিন পর কেউ আপনাকে আর হয়তো মনে রাখবে না  ।,1,1,0,0
আশায় আছি আরেকটা ডাব্বা উপভোগ করার । সাকিব ভাই আশরাফুলের জায়গায় হলে আরো দুই ম্যাচ আগে বাদ পড়তেন । বাহিরের জগৎ বাদ দিয়ে ক্রিকেটে মনোযোগ দেন । তা নাহলে আর কিছু দিন পর কেউ আপনাকে আর হয়তো মনে রাখবে না ।,আশায় আছি আরেকটা ডাব্বা উপভোগ করার  ।   দুর্গা  বোন  তপতী  জায়গায় হলে আরো দুই ম্যাচ আগে বাদ পড়তেন  ।  বাহিরের জগৎ বাদ দিয়ে ক্রিকেটে মনোযোগ দেন  ।  তা নাহলে আর কিছু দিন পর কেউ আপনাকে আর হয়তো মনে রাখবে না  ।,1,1,0,0
তাতে যদি দুবাই এর মাটি দেবে যায় তাহলে এর দায়ভার কে নেবে ? সাংবাদিক সাহেব আপনি । ?,তাতে যদি দুবাই এর মাটি দেবে যায় তাহলে এর দায়ভার কে নেবে ? সাংবাদিক সাহেবা আপনি  ।  ?,1,1,0,0
সাদমান  বাপ আর কত রূপে সাজবেন কেউ কি তা জানে ?,জবা মা আর কত রূপে সাজবেন কেউ কি তা জানে ?,1,1,0,0
শুভকামনা রইলো ভাই ! নিরন্তর শুভকামনা । এক্স সম্প্রদায়ের জন্য এক উজ্জ্বল দৃষ্টান্ত হবে এটি ।,শুভকামনা রইলো বোন ! নিরন্তর শুভকামনা  ।  এক্স সম্প্রদায়ের জন্য এক উজ্জ্বল দৃষ্টান্ত হবে এটি  ।,1,1,0,0
শুভকামনা রইলো ভাই ! নিরন্তর শুভকামনা । এক্স সম্প্রদায়ের জন্য এক উজ্জ্বল দৃষ্টান্ত হবে এটি ।,শুভকামনা রইলো ভাবী ! নিরন্তর শুভকামনা  ।  এক্স সম্প্রদায়ের জন্য এক উজ্জ্বল দৃষ্টান্ত হবে এটি  ।,1,1,0,0
না ভাই । তৈন খাল । আলিকদম,না বোন  ।  তৈন খাল  ।  আলিকদম,1,1,0,1
কেমনে পারেন ভাই ? এত তাড়াতাড়ি পলটি নিতে । দুই দিন আগেই তো বললেন বাংলালিংক এক নাম্বার নেটওয়ার্ক ।,কেমনে পারেন ভাবী ? এত তাড়াতাড়ি পলটি নিতে  ।  দুই দিন আগেই তো বললেন বাংলালিংক এক নাম্বার নেটওয়ার্ক  ।,1,1,0,0
ডাক বাবা থুক্কু তেল বাবার জিন্দাবাদ,ডাকিনী মা থুক্কু তেল মায়ের জিন্দাবাদ,1,1,0,0
ষ্টার জলসার সবাই অমৃত পান করেছে নাতি পুতি হয়ে গেলেও ওদের বয়স বাড়ে না,ষ্টার জলসার সবাই অমৃত পান করেছে নাতনি পুতি হয়ে গেলেও ওদের বয়স বাড়ে না,1,1,0,0
যাক বাবা নিশ্চিন্ত হলাম করোনার ওষুধ আবিস্কার করে তবেই জবা রানী বিদায় নেবে,যাক মা নিশ্চিন্ত হলাম করোনার ওষুধ আবিস্কার করে তবেই  ইমদাদুল  রাজা বিদায় নেবে,1,1,0,0
সিডিজিতে আপনাকে সবাই শাওয়াকাটা বা সোনাকাটা পরী বলে ক্যান ?,সিডিজিতে আপনাকে সবাই শাওয়াকাটা বা সোনাকাটা পরী বলে ক্যান ?,1,1,0,0
বিল গেটস ডিভোর্স দিয়াও বিপদে পড়ছে । উনি আগে বুঝে নাই যে আমাদের দেশের সাংবাদিকরা উনাকে নিয়া এত পাগল হইয়া যাইবো ।,বিল গেটস ডিভোর্স দিয়াও বিপদে পড়ছে  ।  উনি আগে বুঝে নাই যে আমাদের দেশের সাংবাদিকরা উনাকে নিয়া এত পাগলিনী হইয়া যাইবো  ।,1,1,0,0
ডাবওয়ালার ভাষ্যমতে যে দা দিয়ে নিজেকে আঘাত করে মারা গেছেন হাফিজ ভাই সে দা পানি দিয়ে ধুয়ে এখন ব্যবহার করছেন তিনি ।,ডাবওয়ালার ভাষ্যমতে যে দা দিয়ে নিজেকে আঘাত করে মারা গেছেন  অন্তরা  আফা সে দা পানি দিয়ে ধুয়ে এখন ব্যবহার করছেন তিনি  ।,1,1,0,0
ডাবওয়ালার ভাষ্যমতে যে দা দিয়ে নিজেকে আঘাত করে মারা গেছেন হাফিজ ভাই সে দা পানি দিয়ে ধুয়ে এখন ব্যবহার করছেন তিনি ।,ডাবওয়ালার ভাষ্যমতে যে দা দিয়ে নিজেকে আঘাত করে মারা গেছেন  সিমন্তী  ভাবী সে দা পানি দিয়ে ধুয়ে এখন ব্যবহার করছেন তিনি  ।,1,1,0,0
বাবা তোমার দরবারে সব পাগলের মেলা । হরেক রকম পাগল দিয়ে মিলাইছো মেলা,মা তোমার দরবারে সব পাগলীর মেলা  ।  হরেক রকম পাগলী দিয়ে মিলাইছো মেলা,1,1,0,0
নবাব সিরাজউদ্দৌলার আমল হইলে তোমার মনডারে আধা ঘন্টা গাছের লগে বাইন্ধা লোক ভাড়া কইরা পিডাইতাম !,বেগম  ফারহানা  আমল হইলে তোমার মনডারে আধা ঘন্টা গাছের লগে বাইন্ধা মহিলা ভাড়া কইরা পিডাইতাম !,1,1,0,0
সাফার মন খারাপের জন্য সাংবাদিক সাহেব দায়ী কারণ ওবায়দুল কাদেরের সাথে সাফার একট সেলফি তুলে ঈদ মোবারক জানায়নি ।,সাফার মন খারাপের জন্য মহিলা সাংবাদিক সাহেব দায়ী কারণ ওবায়দুল কাদেরের সাথে সাফার একট সেলফি তুলে ঈদ মোবারক জানায়নি  ।,1,1,0,0
জ্বী আমাদের মোদিজী পাকিস্তানি বিরিয়ানির অপেক্ষায় থাকে । ইমরান খান কিন্তু মোদিজীর ভাই ।,জ্বী আমাদের মোদিজী পাকিস্তানি বিরিয়ানির অপেক্ষায় থাকে  ।   নাফিস  কিন্তু  জাহান  আফা  ।,1,1,0,0
আহো ভাতিজা আহো,আহো ভাতিজি আহো,1,1,0,0
সাকিব্বাই টাকা পয়সা লাগলে আমারে বললেই তো পারতেন ভাই ব্রাদার মানুষ লজ্জার কিছু নাই । এইভাবে হৈইচৈই না করলে ও চলতো,সাকিব্বাই টাকা পয়সা লাগলে আমারে বললেই তো পারতেন ভাবী সিস্টার  মানুষ লজ্জার কিছু নাই  ।  এইভাবে হৈইচৈই না করলে ও চলতো,1,1,0,0
মিরপুর হার্ট ফাউন্ডেশনে যাচ্ছিলাম রোগী নিয়ে । মাঝপথে রোগীকে ভিডিওটা দেখালাম । আলহামদুলিল্লাহ সে এখন সুস্থ ।,মিরপুর হার্ট ফাউন্ডেশনে যাচ্ছিলাম রোগিণী নিয়ে  ।  মাঝপথে রোগীকে ভিডিওটা দেখালাম  ।  আলহামদুলিল্লাহ সে এখন সুস্থ  ।,1,1,0,0
যারা বলে সংসার টিকে থাকে টাকা পয়সা আর ধন সম্পদের উপর মেয়ের জন্য একটা টাকাওয়ালা ছেলে চাই তাদের জানিয়ে দিন আজ বিশ্বসেরা ধনী বিলগেটস এর বিবাহ বিচ্ছেদ হয়েছে !,যারা বলে সংসার টিকে থাকে টাকা পয়সা আর ধন সম্পদের উপর ছেলের  জন্য একটা টাকাওয়ালা মেয়ে চাই তাদের জানিয়ে দিন আজ বিশ্বসেরা ধনী বিলগেটস এর বিবাহ বিচ্ছেদ হয়েছে !,1,1,0,0
ভাই কি হাইব্রিড জাতের ? ছোটকালেও এত বিশাল দানবের মত গঠন ছিল !,বোন কি হাইব্রিড জাতের ? ছোটকালেও এত বিশাল দানবের মত গঠন ছিল !,1,1,0,0
ভাই কি হাইব্রিড জাতের ? ছোটকালেও এত বিশাল দানবের মত গঠন ছিল !,ভাবী কি হাইব্রিড জাতের ? ছোটকালেও এত বিশাল দানবের মত গঠন ছিল !,1,1,0,0
কোন যুবতী কইন্যা ভাই ? কোন যুবক আফা ?,কোন যুবক কইন্যা ভাবী ? কোন যুবক আফা ?,1,1,0,0
শুধু ওয়েট করতেছি যারা এখন আপনাকে নিয়ে বাহ ! বাহ ! দিতেছেন তারা খারাপ সময় কি করে । সস নিয়ে নেন আপনার খারাপ সময় তামিম ম্যাশের মতো হবে ভাই ।,শুধু ওয়েট করতেছি যারা এখন আপনাকে নিয়ে বাহ ! বাহ ! দিতেছেন তারা খারাপ সময় কি করে  ।  সস নিয়ে নেন আপনার খারাপ সময় তামিম ম্যাশের মতো হবে আফা  ।,1,1,0,0
দিঠি হচ্ছেন পূর্ণা লাইট ঢংগী পোলা দুদিনের এক ছোটুর জন্য বাপের সাথে যা করছে থাপড়া দিয়ে গালের ছাল তুলে দিতে ইচ্ছে হয় ! ওর মেডিকেল পরীক্ষাটা কে দেবে,দিঠি হচ্ছেন পূর্ণা লাইট ঢংগী মাইয়া দুদিনের এক ছোটুর জন্য মায়ের সাথে যা করছে থাপড়া দিয়ে গালের ছাল তুলে দিতে ইচ্ছে হয় ! ওর মেডিকেল পরীক্ষাটা কে দেবে,1,1,0,0
মনে হচ্ছে এর আগে এই জগতে আর কেউ বাবা হয় নাই !,মনে হচ্ছে এর আগে এই জগতে আর কেউ মা হয় নাই !,1,1,0,0
আমি তো জ্বিন আংকেলের ফলোয়ারও নই তাইলে আন্টি কিছু আপলোড বা শেয়ার দিলে আমার সামনে কেমনে আসে আমার মাথায় ধরে না,আমি তো পরী আন্টির ফলোয়ারও নই তাইলে আন্টি কিছু আপলোড বা শেয়ার দিলে আমার সামনে কেমনে আসে আমার মাথায় ধরে না,1,1,0,0
কোন ভাই বিল গেটস এর বউকে মানবিক বিয়ে করে ফেলুন । মন্দ হবেনা ।,কোন আফা  সুস্মিতা  এর জামাইকে মানবিক বিয়ে করে ফেলুন  ।  মন্দ হবেনা  ।,1,1,0,0
কোন ভাই বিল গেটস এর বউকে মানবিক বিয়ে করে ফেলুন । মন্দ হবেনা ।,কোন ভাবী  জাহান  এর জামাইকে মানবিক বিয়ে করে ফেলুন  ।  মন্দ হবেনা  ।,1,1,0,0
এক দেশে দুই নক্ষত্র বাঙালীর গর্ব জীবন্ত কিংবদন্তি বিশ্বনন্দিত শিল্পী সুরের যাদুকর স্যার হিরো আলম ও মাহফুজুর রহমান,এক দেশে দুই নক্ষত্র বাঙালীর গর্ব জীবন্ত কিংবদন্তি বিশ্বনন্দিত নারী শিল্পী সুরের যাদুকর ম্যাডাম  হিরোইন   আয়েশা ও মাহফুজুর রহমান,1,1,0,0
সামাজিক যোগাযোগ মাধ্যমে বলে কি এমন ট্যাবু ভেঙ্গে ফেলছেরে ভাই ! দুই দিন পর আমি ডেইলি এতবার হাগু করি বলে ট্যাবু ভাঙবে ! আরে ভাই এটা সামাজিক যোগাযোগ মাধ্যমে প্রকাশ করার কি আছে ? যেখানে প্রকাশ করা দরকার সেখানে প্রকাশ করলেই তো হয় ! এমন না যে সচেতন করার জন্য বলা হয়ছে !,সামাজিক যোগাযোগ মাধ্যমে বলে কি এমন ট্যাবু ভেঙ্গে ফেলছেরে ভাবী ! দুই দিন পর আমি ডেইলি এতবার হাগু করি বলে ট্যাবু ভাঙবে ! আরে ভাবী এটা সামাজিক যোগাযোগ মাধ্যমে প্রকাশ করার কি আছে ? যেখানে প্রকাশ করা দরকার সেখানে প্রকাশ করলেই তো হয় ! এমন না যে সচেতন করার জন্য বলা হয়ছে !,1,1,0,0
সাদমান ভাইয়া প্লিজ করনার ভ্যাকসিন আবিষ্কার করেন !,জবা আপু প্লিজ করনার ভ্যাকসিন আবিষ্কার করেন !,1,1,0,0
আগে বিশেষজ্ঞ ও সরকারী চাকুরীজিবীদের বেতন বন্ধ করে দেওয়া হোক তার পর দেখা যাবে দেশে কত পার্সেন্ট দেশপ্রেমিক লকডাউনের পক্ষে কথা বলে । ডাক্তার এবং প্রশাসন বাদে,আগে বিশেষজ্ঞ ও সরকারী চাকুরীজিবীদের বেতন বন্ধ করে দেওয়া হোক তার পর দেখা যাবে দেশে কত পার্সেন্ট দেশপ্রেমিক লকডাউনের পক্ষে কথা বলে  ।  মহিলা ডাক্তার এবং প্রশাসন বাদে,1,1,0,0
আমার লাইফে দেখা সবচেয়ে জঘন্য ছবিআমি আমার তিন ঘন্টা ফেরত চাইএকটা নায়িকা কিভাবে পারে এতটা ওভার একটিং করতে শুধুমাত্র ভদ্রতার খাতির হলে বসে পর্দায় জুতা মারতে পারলাম না,আমার লাইফে দেখা সবচেয়ে জঘন্য ছবিআমি আমার তিন ঘন্টা ফেরত চাইএকটা নায়ক কিভাবে পারে এতটা ওভার একটিং করতে শুধুমাত্র ভদ্রতার খাতির হলে বসে পর্দায় জুতা মারতে পারলাম না,1,1,0,0
এক্কেবারে খাপেখাপ মোমতাজের বাপ !,এক্কেবারে খাপেখাপ  সুনন্দা মা !,1,1,0,0
আফতাব ভাই আমি রাবাদার মত বুলার বিরাট কুলির মত বেছমেন হতে চাই আমি কি করবো,রাইসা  আফা আমি রাবাদার মত বুলার বিরাট কুলির মত বেছমেন হতে চাই আমি কি করবো,1,1,0,0
আফতাব ভাই আমি রাবাদার মত বুলার বিরাট কুলির মত বেছমেন হতে চাই আমি কি করবো,সরস্বতী  ভাবী আমি রাবাদার মত বুলার বিরাট কুলির মত বেছমেন হতে চাই আমি কি করবো,1,1,0,0
ঐ তোর মায়াবী দাঁত পাগল হয়ে যাবো,ঐ তোর মায়াবী দাঁত পাগলী হয়ে যাবো,1,1,0,0
এ সমস্ত দখলদারের বিরুদ্ধে কেউ কিছু বললে এক শ্রেনীর লোক আবার মায়া কান্না করবে গরীব মানুষ কোথায় যাবে ইত্যাদি ।,এ সমস্ত দখলদারের বিরুদ্ধে কেউ কিছু বললে এক শ্রেনীর মহিলা আবার মায়া কান্না করবে গরীব মানুষ কোথায় যাবে ইত্যাদি  ।,1,1,0,0
দেশের ক্রিকেটারদের প্রতি যে হারে সমালোচকদের বাতাস বইছে একটু সাবধান ভাই । লুঙ্গিটা ভালো করে ধরিয়েন । না হয় লুঙ্গি আকাশে চলে যাবে ।,দেশের ক্রিকেটারদের প্রতি যে হারে সমালোচকদের বাতাস বইছে একটু সাবধান আফা  ।  লুঙ্গিটা ভালো করে ধরিয়েন  ।  না হয় লুঙ্গি আকাশে চলে যাবে  ।,1,1,0,0
শিক্ষা মন্ত্রণালয় বিলুপ্ত ঘোষণা করার জোর দাবি জানাচ্ছি । এতে ছেলে মেয়েদের তাড়াতাড়ি বিয়ে হবে ।,শিক্ষা মন্ত্রণালয় বিলুপ্ত ঘোষণা করার জোর দাবি জানাচ্ছি  ।  এতে মেয়ে ছেলেদের তাড়াতাড়ি বিয়ে হবে  ।,1,1,0,0
ওবায়দুল কাদের সাহেব এর সঙ্গে ড মমতাজ ম্যাডাম এর একটা পার্টির আয়োজন করা হোক ।,তপতী  বিবি এর সঙ্গে ড আসির  স্যার এর একটা পার্টির আয়োজন করা হোক  ।,1,1,0,0
ওবায়দুল কাদের সাহেব এর সঙ্গে ড মমতাজ ম্যাডাম এর একটা পার্টির আয়োজন করা হোক ।,দময়ন্তী  সাহেবা এর সঙ্গে ড মনোহর  স্যার এর একটা পার্টির আয়োজন করা হোক  ।,1,1,0,0
এক সরদারজি চোর ধরেছেন । চোরের পা বেঁধে তাকে বাড়িতে রেখে তিনি থানায় এসেছেন । পুলিশ বলল আপনি শুধু পা বেঁধেছেন হাত বাঁধেননি ? না । সে তো হাত দিয়ে পায়ের বাঁধন খুলে পালাবে । অনেক ভেবে সরদারজি বললেন পালাবে না । কারণ সেও সরদার । তার ওই বুদ্ধি হবে না । লকডাউন দিয়ে আমরা বইমেলা খোলা রাখলাম কেন ? আবার বইমেলা খোলা রেখে লকডাউন দিলাম কেন ? এইটা বুঝতে সরদারজিকে ডাকতে হবে ।,এক সরদারজি চোর ধরেছেন  ।  চোরের পা বেঁধে তাকে বাড়িতে রেখে তিনি থানায় এসেছেন  ।  মহিলা পুলিশ বলল আপনি শুধু পা বেঁধেছেন হাত বাঁধেননি ? না  ।  সে তো হাত দিয়ে পায়ের বাঁধন খুলে পালাবে  ।  অনেক ভেবে সরদারজি বললেন পালাবে না  ।  কারণ সেও সরদার  ।  তার ওই বুদ্ধি হবে না  ।  লকডাউন দিয়ে আমরা বইমেলা খোলা রাখলাম কেন ? আবার বইমেলা খোলা রেখে লকডাউন দিলাম কেন ? এইটা বুঝতে সরদারজিকে ডাকতে হবে  ।,1,1,0,0
গুরু আপনি তো পিকনিক ই খেইলা গেলেন,গুরু মা আপনি তো পিকনিক ই খেইলা গেলেন,1,1,0,0
ভাই প্রথম আলো তোদের দুইখান পা ধরি এই সুজন মহাশয়ের ছবি আর দিস না । এই সালার চেহারা দেখলেও গা জ্বলে,ভাবী প্রথম আলো তোদের দুইখান পা ধরি এই সুজন মহাশয়ের ছবি আর দিস না  ।  এই সালার চেহারা দেখলেও গা জ্বলে,1,1,0,0
ভাই এতকিছু না বলে এটা বল যে আমাদের কাছে জাতীয় দল থেকে আবাহনী ক্লাব বড় তাই মোসাদ্দেক কে আবাহনীর হয়ে খেলতে পাঠিয়েছি,বোন এতকিছু না বলে এটা বল যে আমাদের কাছে জাতীয় দল থেকে আবাহনী ক্লাব বড় তাই মোসাদ্দেক কে আবাহনীর হয়ে খেলতে পাঠিয়েছি,1,1,0,0
দে ভাই আরো তেল দে,দে আফা আরো তেল দে,1,1,0,0
বাবার লুঙ্গি বিক্রি করে ওয়াইফাই লাগাইছি এই পোস্টটি দেখার জন্য,মায়ের লুঙ্গি বিক্রি করে ওয়াইফাই লাগাইছি এই পোস্টটি দেখার জন্য,1,1,0,0
জ্বি  কামাল ভাই আপনার ছবিটার এবার অস্কার নিশ্চিত  ।,জ্বি পরি আফা আপনার ছবিটার এবার অস্কার নিশ্চিত ।,1,1,0,0
ও আমার ছাত্র ছিল মনে হচ্ছে ! যতসব,ও আমার ছাত্রী ছিল মনে হচ্ছে ! যতসব,1,1,0,0
আমি পরে কমেন্ট করবো । আমি এখন হাসপাতালে আমার গ্রামের চাচাতো ভাই ষোল জিবি মেমোরি গিলে ফেলেছিলোএখন সে সব গান গাইতেছে আমরা সবাই প্রার্থনা করি যাতে সে ভিডিও ফোল্ডারে না প্রবেশ করে,আমি পরে কমেন্ট করবো  ।  আমি এখন হাসপাতালে আমার গ্রামের চাচাতো বোন ষোল জিবি মেমোরি গিলে ফেলেছিলোএখন সে সব গান গাইতেছে আমরা সবাই প্রার্থনা করি যাতে সে ভিডিও ফোল্ডারে না প্রবেশ করে,1,1,0,0
ভাই লাল বাটির চামচটা কি ইস্পাহানি চায়ের সাথে ফ্রি পাইসেন ?,আফা লাল বাটির চামচটা কি ইস্পাহানি চায়ের সাথে ফ্রি পাইসেন ?,1,1,0,0
ভাই লাল বাটির চামচটা কি ইস্পাহানি চায়ের সাথে ফ্রি পাইসেন ?,বোন লাল বাটির চামচটা কি ইস্পাহানি চায়ের সাথে ফ্রি পাইসেন ?,1,1,0,0
যাক বাবা । পুলিশের পাশাপাশি এই করোনাকালীন সময়ে বিজিবির ও কিছু উপরি কামাইয়ের ব্যবস্থা হলো ।,যাক মা  ।  পুলিশের পাশাপাশি এই করোনাকালীন সময়ে বিজিবির ও কিছু উপরি কামাইয়ের ব্যবস্থা হলো  ।,1,1,0,0
ভাইয়া ট্রিট কি দেশের টং এ নাকি বিদেশের হোটেলে ?,আপু ট্রিট কি দেশের টং এ নাকি বিদেশের হোটেলে ?,1,1,0,0
বালছাল সাবজেক্ট পড়ে ক্রীড়া সাংবাদিক হয়ে গেছে কিছু আবাল ।,বালছাল সাবজেক্ট পড়ে ক্রীড়া মহিলা সাংবাদিক হয়ে গেছে কিছু আবালনি  ।,1,1,0,0
