male,female,_original_label,test,gm_male,gm_female,Gender and Name Masked,token_masked_pred
আপনারা হয়ত তাকে চিনতে ভুল করেছেন এই ছেলে হলো হেলমেট বাহিনীর লোক । তার নামে মামলা করে কোন চুল ছিঁড়তে পারবেন না ।,আপনারা হয়ত তাকে চিনতে ভুল করেছেন এই মেয়ে হলো হেলমেট বাহিনীর স্ত্রীলোক  ।  তার নামে মামলা করে কোন চুল ছিঁড়তে পারবেন না  ।,1,1,আপনারা হয়ত তাকে চিনতে ভুল করেছেন এই <Gender> হলো হেলমেট বাহিনীর <Gender> । তার নামে মামলা করে কোন চুল ছিঁড়তে পারবেন না ।,আপনারা হয়ত তাকে চিনতে ভুল করেছেন এই <Gender> হলো হেলমেট বাহিনীর <Gender> । তার নামে মামলা করে কোন চুল ছিঁড়তে পারবেন না ।,আপনারা হয়ত তাকে চিনতে ভুল করেছেন এই <Gender> হলো হেলমেট বাহিনীর <Gender> । তার নামে মামলা করে কোন চুল ছিঁড়তে পারবেন না ।,1
বুঝলাম না । গরু দুইটা কিন্তু বেধেঁ রাখছে খালিএকটাকে । আফসোস সম অধিকার পেলোনা দুই ভাই ।,বুঝলাম না  ।  গরু দুইটা কিন্তু বেধেঁ রাখছে খালিএকটাকে  ।  আফসোস সম অধিকার পেলোনা দুই আফা  ।,1,1,বুঝলাম না । গরু দুইটা কিন্তু বেধেঁ রাখছে খালিএকটাকে । আফসোস সম অধিকার পেলোনা দুই <Gender> ।,বুঝলাম না । গরু দুইটা কিন্তু বেধেঁ রাখছে খালিএকটাকে । আফসোস সম অধিকার পেলোনা দুই <Gender> ।,বুঝলাম না । গরু দুইটা কিন্তু বেধেঁ রাখছে খালিএকটাকে । আফসোস সম অধিকার পেলোনা দুই <Gender> ।,1
খাদক ভাই এর গান শুনে বুড়িরা ও পাগল না হইয়া থাকতে পারবে না । সত্যি এইবার কিন্তু বুড়ি মাইয়াগোর লাইন হবে লম্বা ।,খাদক বোন এর গান শুনে বুড়ারা  ও পাগল না হইয়া থাকতে পারবে না  ।  সত্যি এইবার কিন্তু বুড়া মাইয়াগোর লাইন হবে লম্বা  ।,1,1,খাদক <Gender> এর গান শুনে বুড়িরা ও <Gender> না হইয়া থাকতে পারবে না । সত্যি এইবার কিন্তু <Gender> মাইয়াগোর লাইন হবে লম্বা ।,খাদক <Gender> এর গান শুনে বুড়ারা ও <Gender> না হইয়া থাকতে পারবে না । সত্যি এইবার কিন্তু <Gender> মাইয়াগোর লাইন হবে লম্বা ।,খাদক <Gender> এর গান শুনে <Name> ও <Gender> না হইয়া থাকতে পারবে না । সত্যি এইবার কিন্তু <Gender> মাইয়াগোর লাইন হবে লম্বা ।,1
আহারে শেষ পর্যন্ত মানসিক রোগী সামলানোর দায়িত্ব নিয়েছেন আমাদের জবা বৌদি,আহারে শেষ পর্যন্ত মানসিক রোগিণী সামলানোর দায়িত্ব নিয়েছেন আমাদের  আব্দুর  দাদা,1,1,আহারে শেষ পর্যন্ত মানসিক <Gender> সামলানোর দায়িত্ব নিয়েছেন আমাদের জবা <Gender>,আহারে শেষ পর্যন্ত মানসিক <Gender> সামলানোর দায়িত্ব নিয়েছেন আমাদের আব্দুর <Gender>,আহারে শেষ পর্যন্ত মানসিক <Gender> সামলানোর দায়িত্ব নিয়েছেন আমাদের <Name> <Gender>,1
চুদির ভাই এবার তুমি তোমার বিচিদ্বয় নিয়ে লারেলাপ্পা খেলো ! মানে এক হাত থেকে আরেক হাতে বিচিদ্বয় ঢিলাঢিলি খেলবা !,চুদির ভাবী এবার তুমি তোমার বিচিদ্বয় নিয়ে লারেলাপ্পা খেলো ! মানে এক হাত থেকে আরেক হাতে বিচিদ্বয় ঢিলাঢিলি খেলবা !,1,1,চুদির <Gender> এবার তুমি তোমার বিচিদ্বয় নিয়ে লারেলাপ্পা খেলো ! মানে এক হাত থেকে আরেক হাতে বিচিদ্বয় ঢিলাঢিলি খেলবা !,চুদির <Gender> এবার তুমি তোমার বিচিদ্বয় নিয়ে লারেলাপ্পা খেলো ! মানে এক হাত থেকে আরেক হাতে বিচিদ্বয় ঢিলাঢিলি খেলবা !,চুদির <Gender> এবার তুমি তোমার বিচিদ্বয় নিয়ে লারেলাপ্পা খেলো ! মানে এক হাত থেকে আরেক হাতে বিচিদ্বয় ঢিলাঢিলি খেলবা !,1
পুরান পাগলের ভাত নাই নতুন পাগল আমদানি ।,পুরান পাগলের ভাত নাই নতুন পাগলী আমদানি  ।,1,1,পুরান পাগলের ভাত নাই নতুন <Gender> আমদানি ।,পুরান পাগলের ভাত নাই নতুন <Gender> আমদানি ।,পুরান পাগলের ভাত নাই নতুন <Gender> আমদানি ।,1
ভাই ব্রাজিলের সাপোর্টাররা কি আপনার রিক্সায় উঠেন ?,বোন ব্রাজিলের সাপোর্টাররা কি আপনার রিক্সায় উঠেন ?,1,1,<Gender> ব্রাজিলের সাপোর্টাররা কি আপনার রিক্সায় উঠেন ?,<Gender> ব্রাজিলের সাপোর্টাররা কি আপনার রিক্সায় উঠেন ?,<Gender> ব্রাজিলের সাপোর্টাররা কি আপনার রিক্সায় উঠেন ?,1
ছুটবেলায় তুমিও আমার হাত দরে বড় হয়েছিলে কিন্তু সংবাদ সম্মেলন করি নি বলে সুদির ভাই গুলা নিউজ করে নাই,ছুটবেলায় তুমিও আমার হাত দরে বড় হয়েছিলে কিন্তু সংবাদ সম্মেলন করি নি বলে সুদির আফা গুলা নিউজ করে নাই,1,1,ছুটবেলায় তুমিও আমার হাত দরে বড় হয়েছিলে কিন্তু সংবাদ সম্মেলন করি নি বলে সুদির <Gender> গুলা নিউজ করে নাই,ছুটবেলায় তুমিও আমার হাত দরে বড় হয়েছিলে কিন্তু সংবাদ সম্মেলন করি নি বলে সুদির <Gender> গুলা নিউজ করে নাই,ছুটবেলায় তুমিও আমার হাত দরে বড় হয়েছিলে কিন্তু সংবাদ সম্মেলন করি নি বলে সুদির <Gender> গুলা নিউজ করে নাই,1
আন্টি তার বাচ্চাকে বলে এই ভালু আংকেল এইবার কিন্তু সত্যি মাইর দিবে । এমন সময় আমার ফ্লোরে চলে আসার পর লিফট যেই খুলছে আমি বের হবার আগে পিচ্চির গালে ঠাস কইরা একটা থাবর বসায়া বের হয়ে আসছি । নাইলে পিচ্চিটা তার মারে মিথ্যুক ভাবত যে হুদাই ভয় দেখায় তার মা ।,আংকেল  তার বাচ্চাকে বলে এই ভালু আন্টি এইবার কিন্তু সত্যি মাইর দিবে  ।  এমন সময় আমার ফ্লোরে চলে আসার পর লিফট যেই খুলছে আমি বের হবার আগে পিচ্চির গালে ঠাস কইরা একটা থাবর বসায়া বের হয়ে আসছি  ।  নাইলে পিচ্চিটা তার বাপরে মিথ্যুক ভাবত যে হুদাই ভয় দেখায় তার বাপ  ।,1,1,<Gender> তার বাচ্চাকে বলে এই ভালু আংকেল এইবার কিন্তু সত্যি মাইর দিবে । এমন সময় আমার ফ্লোরে চলে আসার পর লিফট যেই খুলছে আমি বের হবার আগে পিচ্চির গালে ঠাস কইরা একটা থাবর বসায়া বের হয়ে আসছি । নাইলে পিচ্চিটা তার মারে মিথ্যুক ভাবত যে হুদাই ভয় দেখায় তার <Gender> ।,আংকেল তার বাচ্চাকে বলে এই ভালু <Gender> এইবার কিন্তু সত্যি মাইর দিবে । এমন সময় আমার ফ্লোরে চলে আসার পর লিফট যেই খুলছে আমি বের হবার আগে পিচ্চির গালে ঠাস কইরা একটা থাবর বসায়া বের হয়ে আসছি । নাইলে পিচ্চিটা তার বাপরে মিথ্যুক ভাবত যে হুদাই ভয় দেখায় তার <Gender> ।,আংকেল তার বাচ্চাকে বলে এই ভালু <Gender> এইবার কিন্তু সত্যি মাইর দিবে । এমন সময় আমার ফ্লোরে চলে আসার পর লিফট যেই খুলছে আমি বের হবার আগে পিচ্চির গালে ঠাস কইরা একটা থাবর বসায়া বের হয়ে আসছি । নাইলে পিচ্চিটা তার <Name> মিথ্যুক ভাবত যে হুদাই ভয় দেখায় তার <Gender> ।,1
আরে ভাই তারা তারি হেরে গিয়ে ঘরোয়া লীগ খেলবে,আরে আফা তারা তারি হেরে গিয়ে ঘরোয়া লীগ খেলবে,1,1,আরে <Gender> তারা তারি হেরে গিয়ে ঘরোয়া লীগ খেলবে,আরে <Gender> তারা তারি হেরে গিয়ে ঘরোয়া লীগ খেলবে,আরে <Gender> তারা তারি হেরে গিয়ে ঘরোয়া লীগ খেলবে,1
প্রথম আলো যখন লাভ গুরু,প্রথম আলো যখন লাভ গুরু মা,1,1,প্রথম আলো যখন লাভ <Gender>,প্রথম আলো যখন লাভ <Gender> <Gender>,প্রথম আলো যখন লাভ <Gender> <Gender>,1
প্রথম আলো যখন লাভ গুরু,প্রথম আলো যখন লাভ গুর্ধী,1,1,প্রথম আলো যখন লাভ <Gender>,প্রথম আলো যখন লাভ <Gender>,প্রথম আলো যখন লাভ <Gender>,1
সব গুলো কমেন্ট মোটামুটি দেখে ফেলছি প্লাজু বিক্রি কারি কোনো লোক খুঁজে পেলাম না  ।,সব গুলো কমেন্ট মোটামুটি দেখে ফেলছি প্লাজু বিক্রি কারি কোনো মহিলা খুঁজে পেলাম না ।,1,1,সব গুলো কমেন্ট মোটামুটি দেখে ফেলছি প্লাজু বিক্রি কারি কোনো <Gender> খুঁজে পেলাম না ।,সব গুলো কমেন্ট মোটামুটি দেখে ফেলছি প্লাজু বিক্রি কারি কোনো <Gender> খুঁজে পেলাম না ।,সব গুলো কমেন্ট মোটামুটি দেখে ফেলছি প্লাজু বিক্রি কারি কোনো <Gender> খুঁজে পেলাম না ।,1
মা এতো কালো মেয়ে বিশ্ব সুন্দরী তাইলে কী টেস্টটিউব বেবি?,বাপ এতো কালো ছেলে বিশ্ব সুন্দরী তাইলে কী টেস্টটিউব বেবি?,1,1,<Gender> এতো কালো <Gender> বিশ্ব <Gender> তাইলে কী টেস্টটিউব বেবি?,<Gender> এতো কালো <Gender> বিশ্ব <Gender> তাইলে কী টেস্টটিউব বেবি?,<Gender> এতো কালো <Gender> বিশ্ব <Gender> তাইলে কী টেস্টটিউব বেবি?,1
ছোট থাকতে মনে করতাম বঙ্গবন্ধু শেখ হাসিনার জামাই বড় হয়ে বুঝছি ভূল করছি ।,ছোট থাকতে মনে করতাম বঙ্গবন্ধু  অমৃতা  বউ বড় হয়ে বুঝছি ভূল করছি  ।,1,1,ছোট থাকতে মনে করতাম বঙ্গবন্ধু শেখ হাসিনার <Gender> বড় হয়ে বুঝছি ভূল করছি ।,ছোট থাকতে মনে করতাম বঙ্গবন্ধু অমৃতা <Gender> বড় হয়ে বুঝছি ভূল করছি ।,ছোট থাকতে মনে করতাম বঙ্গবন্ধু <Name> <Gender> বড় হয়ে বুঝছি ভূল করছি ।,1
পাপন তো আগলা বলদ ।,পাপন তো আগলা গাই  ।,1,1,পাপন তো আগলা <Gender> ।,পাপন তো আগলা <Gender> ।,পাপন তো আগলা <Gender> ।,1
শুকুনের নজর পরছে তার চেয়ে পড়ালেখা করিসনা বোন,শুকুনের নজর পরছে তার চেয়ে পড়ালেখা করিসনা ভাই,1,1,শুকুনের নজর পরছে তার চেয়ে পড়ালেখা করিসনা <Gender>,শুকুনের নজর পরছে তার চেয়ে পড়ালেখা করিসনা <Gender>,শুকুনের নজর পরছে তার চেয়ে পড়ালেখা করিসনা <Gender>,1
মাঠ ও ঘরে সমান পারফর্মেন্সে আপনার  ।  যদিও পুত্র জন্মে কোন পারফর্মেন্সের দরকার হয় না শুধু মাঠে থাকলেই হয়  ।,মাঠ ও ঘরে সমান পারফর্মেন্সে আপনার । যদিও কন্যা জন্মে কোন পারফর্মেন্সের দরকার হয় না শুধু মাঠে থাকলেই হয় ।,1,1,মাঠ ও ঘরে সমান পারফর্মেন্সে আপনার । যদিও <Gender> জন্মে কোন পারফর্মেন্সের দরকার হয় না শুধু মাঠে থাকলেই হয় ।,মাঠ ও ঘরে সমান পারফর্মেন্সে আপনার । যদিও <Gender> জন্মে কোন পারফর্মেন্সের দরকার হয় না শুধু মাঠে থাকলেই হয় ।,মাঠ ও ঘরে সমান পারফর্মেন্সে আপনার । যদিও <Gender> জন্মে কোন পারফর্মেন্সের দরকার হয় না শুধু মাঠে থাকলেই হয় ।,0
ভাই রে ভাই এইসব পেইড সমবেদনাদানকারি সবাইরে আমার লাল সালাম,আফা রে আফা এইসব পেইড সমবেদনাদানকারি সবাইরে আমার লাল সালাম,1,1,<Gender> রে <Gender> এইসব পেইড সমবেদনাদানকারি সবাইরে আমার লাল সালাম,<Gender> রে <Gender> এইসব পেইড সমবেদনাদানকারি সবাইরে আমার লাল সালাম,<Gender> রে <Gender> এইসব পেইড সমবেদনাদানকারি সবাইরে আমার লাল সালাম,1
আরে ভাই এতকথা বলার কি আছে ? গার্মেন্টস ছলে আসেন ওখানে করোনা নিয়ন্ত্রন করা হয়,আরে বোন এতকথা বলার কি আছে ? গার্মেন্টস ছলে আসেন ওখানে করোনা নিয়ন্ত্রন করা হয়,1,1,আরে <Gender> এতকথা বলার কি আছে ? গার্মেন্টস ছলে আসেন ওখানে করোনা নিয়ন্ত্রন করা হয়,আরে <Gender> এতকথা বলার কি আছে ? গার্মেন্টস ছলে আসেন ওখানে করোনা নিয়ন্ত্রন করা হয়,আরে <Gender> এতকথা বলার কি আছে ? গার্মেন্টস ছলে আসেন ওখানে করোনা নিয়ন্ত্রন করা হয়,1
আরে ভাই এতকথা বলার কি আছে ? গার্মেন্টস ছলে আসেন ওখানে করোনা নিয়ন্ত্রন করা হয়,আরে ভাবী এতকথা বলার কি আছে ? গার্মেন্টস ছলে আসেন ওখানে করোনা নিয়ন্ত্রন করা হয়,1,1,আরে <Gender> এতকথা বলার কি আছে ? গার্মেন্টস ছলে আসেন ওখানে করোনা নিয়ন্ত্রন করা হয়,আরে <Gender> এতকথা বলার কি আছে ? গার্মেন্টস ছলে আসেন ওখানে করোনা নিয়ন্ত্রন করা হয়,আরে <Gender> এতকথা বলার কি আছে ? গার্মেন্টস ছলে আসেন ওখানে করোনা নিয়ন্ত্রন করা হয়,1
একে একে স্টারের সব মেয়ের সাথে আবিরের আর সব ছেলের সাথে নিরুপমার বিয়ে দিয়ে দিলেই ভালো হয় অ্যানাউন্সমেন্ট টা একেবারে করে দিন খরচ কম পড়বে আর বর যাত্রী কম পড়লে আমাদের ডেকে নেবেন । কবজি ডুবিয়ে খেয়ে আসবো মেনু তে যেন বিরিয়ানি থাকে । থাক আর কিছু বলবো না ইনভিটেশন কার্ড টা পাঠিয়ে দেবেন ।,একে একে স্টারের সব ছেলের সাথে আবিরের আর সব মেয়ের সাথে নিরুপমার বিয়ে দিয়ে দিলেই ভালো হয় অ্যানাউন্সমেন্ট টা একেবারে করে দিন খরচ কম পড়বে আর কনে মহিলা যাত্রী কম পড়লে আমাদের ডেকে নেবেন  ।  কবজি ডুবিয়ে খেয়ে আসবো মেনু তে যেন বিরিয়ানি থাকে  ।  থাক আর কিছু বলবো না ইনভিটেশন কার্ড টা পাঠিয়ে দেবেন  ।,1,1,একে একে স্টারের সব মেয়ের সাথে আবিরের আর সব ছেলের সাথে নিরুপমার বিয়ে দিয়ে দিলেই ভালো হয় অ্যানাউন্সমেন্ট টা একেবারে করে দিন খরচ কম পড়বে আর <Gender> <Gender> কম পড়লে আমাদের ডেকে নেবেন । কবজি ডুবিয়ে খেয়ে আসবো মেনু তে যেন বিরিয়ানি থাকে । থাক আর কিছু বলবো না ইনভিটেশন কার্ড টা পাঠিয়ে দেবেন ।,একে একে স্টারের সব ছেলের সাথে আবিরের আর সব মেয়ের সাথে নিরুপমার বিয়ে দিয়ে দিলেই ভালো হয় অ্যানাউন্সমেন্ট টা একেবারে করে দিন খরচ কম পড়বে আর <Gender> <Gender> <Gender> কম পড়লে আমাদের ডেকে নেবেন । কবজি ডুবিয়ে খেয়ে আসবো মেনু তে যেন বিরিয়ানি থাকে । থাক আর কিছু বলবো না ইনভিটেশন কার্ড টা পাঠিয়ে দেবেন ।,একে একে স্টারের সব ছেলের সাথে আবিরের আর সব মেয়ের সাথে নিরুপমার বিয়ে দিয়ে দিলেই ভালো হয় অ্যানাউন্সমেন্ট টা একেবারে করে দিন খরচ কম পড়বে আর <Gender> <Gender> <Gender> কম পড়লে আমাদের ডেকে নেবেন । কবজি ডুবিয়ে খেয়ে আসবো মেনু তে যেন বিরিয়ানি থাকে । থাক আর কিছু বলবো না ইনভিটেশন কার্ড টা পাঠিয়ে দেবেন ।,1
চব্বিশ ঘণ্টা খাবা বাবা । পিনিকে উল্টাপাল্টা লিখবা । আবার জাতির কাছে ক্ষমা চাবা ।,চব্বিশ ঘণ্টা খাবা মা  ।  পিনিকে উল্টাপাল্টা লিখবা  ।  আবার জাতির কাছে ক্ষমা চাবা  ।,1,1,চব্বিশ ঘণ্টা খাবা <Gender> । পিনিকে উল্টাপাল্টা লিখবা । আবার জাতির কাছে ক্ষমা চাবা ।,চব্বিশ ঘণ্টা খাবা <Gender> । পিনিকে উল্টাপাল্টা লিখবা । আবার জাতির কাছে ক্ষমা চাবা ।,চব্বিশ ঘণ্টা খাবা <Gender> । পিনিকে উল্টাপাল্টা লিখবা । আবার জাতির কাছে ক্ষমা চাবা ।,1
ভাই রে ! মাফ চাই ! আর আসার দরকার নাই !,বোন রে ! মাফ চাই ! আর আসার দরকার নাই !,1,1,<Gender> রে ! মাফ চাই ! আর আসার দরকার নাই !,<Gender> রে ! মাফ চাই ! আর আসার দরকার নাই !,<Gender> রে ! মাফ চাই ! আর আসার দরকার নাই !,1
আমার শাশুড়ীদেরকে ও বাপ দিবসের শুভেচ্ছা  ।,আমার শাশুড়ীদেরকে ও মা দিবসের শুভেচ্ছা ।,1,1,আমার শাশুড়ীদেরকে ও <Gender> দিবসের শুভেচ্ছা ।,আমার শাশুড়ীদেরকে ও <Gender> দিবসের শুভেচ্ছা ।,আমার শাশুড়ীদেরকে ও <Gender> দিবসের শুভেচ্ছা ।,1
আজকালের নর ছায়া চাই না তারা চাই গাড়ি,আজকালের নারী ছায়া চাই না তারা চাই গাড়ি,1,1,আজকালের <Gender> ছায়া চাই না তারা চাই গাড়ি,আজকালের <Gender> ছায়া চাই না তারা চাই গাড়ি,আজকালের <Gender> ছায়া চাই না তারা চাই গাড়ি,0
ফুপ্পি আপনার সাথে আমার একটা জিনিস মিল আছে আমিও ছবি তুলতে পছন্দ করি আপনিও বাট শান্তিতে আপনার কোনো কমপ্লিমেন্ট করতে পারিনা । আপনার ছবি দেখার জন্য আমার কিছু যোয়ান যোয়ান বন্ধু বান্ধবগণ বিনা টিকেটে এখানে হাজির হয়ে যায় । এসে আপনাকে বাঁশ দেয়া শুরু করে দেয় তাও আবার ফ্রিতে ।,ফুপ্পি আপনার সাথে আমার একটা জিনিস মিল আছে আমিও ছবি তুলতে পছন্দ করি আপনিও বাট শান্তিতে আপনার কোনো কমপ্লিমেন্ট করতে পারিনা  ।  আপনার ছবি দেখার জন্য আমার কিছু যোয়ান যোয়ান বন্ধুপত্নী বান্ধবগণ বিনা টিকেটে এখানে হাজির হয়ে যায়  ।  এসে আপনাকে বাঁশ দেয়া শুরু করে দেয় তাও আবার ফ্রিতে  ।,1,1,ফুপ্পি আপনার সাথে আমার একটা জিনিস মিল আছে আমিও ছবি তুলতে পছন্দ করি আপনিও বাট শান্তিতে আপনার কোনো কমপ্লিমেন্ট করতে পারিনা । আপনার ছবি দেখার জন্য আমার কিছু যোয়ান যোয়ান <Gender> বান্ধবগণ বিনা টিকেটে এখানে হাজির হয়ে যায় । এসে আপনাকে বাঁশ দেয়া শুরু করে দেয় তাও আবার ফ্রিতে ।,ফুপ্পি আপনার সাথে আমার একটা জিনিস মিল আছে আমিও ছবি তুলতে পছন্দ করি আপনিও বাট শান্তিতে আপনার কোনো কমপ্লিমেন্ট করতে পারিনা । আপনার ছবি দেখার জন্য আমার কিছু যোয়ান যোয়ান <Gender> বান্ধবগণ বিনা টিকেটে এখানে হাজির হয়ে যায় । এসে আপনাকে বাঁশ দেয়া শুরু করে দেয় তাও আবার ফ্রিতে ।,ফুপ্পি আপনার সাথে আমার একটা জিনিস মিল আছে আমিও ছবি তুলতে পছন্দ করি আপনিও বাট শান্তিতে আপনার কোনো কমপ্লিমেন্ট করতে পারিনা । আপনার ছবি দেখার জন্য আমার কিছু যোয়ান যোয়ান <Gender> বান্ধবগণ বিনা টিকেটে এখানে হাজির হয়ে যায় । এসে আপনাকে বাঁশ দেয়া শুরু করে দেয় তাও আবার ফ্রিতে ।,1
এরা সহমত ভাইদের লোক,এরা সহমত বোনদের স্ত্রীলোক,1,1,এরা সহমত <Gender> <Gender>,এরা সহমত <Gender> <Gender>,এরা সহমত <Gender> <Gender>,0
দেশে শীত কমে যাওয়ার তীব্র শীত উপভোগ করতে বিদেশে চলে গেলেন সাকিব ভাই ।,দেশে শীত কমে যাওয়ার তীব্র শীত উপভোগ করতে বিদেশে চলে গেলেন  ফারহানা  আফা  ।,1,1,দেশে শীত কমে যাওয়ার তীব্র শীত উপভোগ করতে বিদেশে চলে গেলেন সাকিব <Gender> ।,দেশে শীত কমে যাওয়ার তীব্র শীত উপভোগ করতে বিদেশে চলে গেলেন ফারহানা <Gender> ।,দেশে শীত কমে যাওয়ার তীব্র শীত উপভোগ করতে বিদেশে চলে গেলেন <Name> <Gender> ।,1
এনাম ভাই আমাদের এলাকায় একটা মাছ গভীর জ্বলে ডুবে মারা গেছে । মাছের জন্য দোয়া করবেন ।,ফারহানা  বোন আমাদের এলাকায় একটা মাছ গভীর জ্বলে ডুবে মারা গেছে  ।  মাছের জন্য দোয়া করবেন  ।,1,1,এনাম <Gender> আমাদের এলাকায় একটা মাছ গভীর জ্বলে ডুবে মারা গেছে । মাছের জন্য দোয়া করবেন ।,ফারহানা <Gender> আমাদের এলাকায় একটা মাছ গভীর জ্বলে ডুবে মারা গেছে । মাছের জন্য দোয়া করবেন ।,<Name> <Gender> আমাদের এলাকায় একটা মাছ গভীর জ্বলে ডুবে মারা গেছে । মাছের জন্য দোয়া করবেন ।,1
অবিবাহিত আমি আপনার এই পোস্ট দেখে নিজের রুমে একা একা হাসতেছিলাম । হাসার সাথে ঘরের খাট কাঁপছিলো বাসার পাশের রাস্তা দিয়ে পাশের বাড়ির কুদ্দুস চাচা হেটে যাচ্ছে আর খাটের আওয়াজ শুনে বলছে নাউজুবিল্লাহ নাউজুবিল্লাহ । অবিবাহিত ছেলে । কুদ্দুস চাচা আমার হাসি দেখে কী জানি ভাবছে,অবিবাহিতা আমি আপনার এই পোস্ট দেখে নিজের রুমে একা একা হাসতেছিলাম  ।  হাসার সাথে ঘরের খাট কাঁপছিলো বাসার পাশের রাস্তা দিয়ে পাশের বাড়ির  নাজনিন  চাচী হেটে যাচ্ছে আর খাটের আওয়াজ শুনে বলছে নাউজুবিল্লাহ নাউজুবিল্লাহ  ।  অবিবাহিতা মেয়ে  ।   নাজনিন  চাচী আমার হাসি দেখে কী জানি ভাবছে,1,1,<Gender> আমি আপনার এই পোস্ট দেখে নিজের রুমে একা একা হাসতেছিলাম । হাসার সাথে ঘরের খাট কাঁপছিলো বাসার পাশের রাস্তা দিয়ে পাশের বাড়ির কুদ্দুস <Gender> হেটে যাচ্ছে আর খাটের আওয়াজ শুনে বলছে নাউজুবিল্লাহ নাউজুবিল্লাহ । <Gender> <Gender> । কুদ্দুস <Gender> আমার হাসি দেখে কী জানি ভাবছে,<Gender> আমি আপনার এই পোস্ট দেখে নিজের রুমে একা একা হাসতেছিলাম । হাসার সাথে ঘরের খাট কাঁপছিলো বাসার পাশের রাস্তা দিয়ে পাশের বাড়ির নাজনিন <Gender> হেটে যাচ্ছে আর খাটের আওয়াজ শুনে বলছে নাউজুবিল্লাহ নাউজুবিল্লাহ । <Gender> <Gender> । নাজনিন <Gender> আমার হাসি দেখে কী জানি ভাবছে,<Gender> আমি আপনার এই পোস্ট দেখে নিজের রুমে একা একা হাসতেছিলাম । হাসার সাথে ঘরের খাট কাঁপছিলো বাসার পাশের রাস্তা দিয়ে পাশের বাড়ির <Name> <Gender> হেটে যাচ্ছে আর খাটের আওয়াজ শুনে বলছে নাউজুবিল্লাহ নাউজুবিল্লাহ । <Gender> <Gender> । <Name> <Gender> আমার হাসি দেখে কী জানি ভাবছে,1
আমি জানি এখানে অনেকে কমেন্ট পরতে আসবে প্রিয় ভাই ও বোনেরা আমি একটা মুরগী বিক্রি করব যদি কেউ কিনেন আমার সাথে প্লিজ যোগাযোগ করবেন,আমি জানি এখানে অনেকে কমেন্ট পরতে আসবে প্রিয় ভাবী ও ভাইরা আমি একটা মুরগী বিক্রি করব যদি কেউ কিনেন আমার সাথে প্লিজ যোগাযোগ করবেন,1,1,আমি জানি এখানে অনেকে কমেন্ট পরতে আসবে <Gender> <Gender> ও বোনেরা আমি একটা মুরগী বিক্রি করব যদি কেউ কিনেন আমার সাথে প্লিজ যোগাযোগ করবেন,আমি জানি এখানে অনেকে কমেন্ট পরতে আসবে <Gender> <Gender> ও ভাইরা আমি একটা মুরগী বিক্রি করব যদি কেউ কিনেন আমার সাথে প্লিজ যোগাযোগ করবেন,আমি জানি এখানে অনেকে কমেন্ট পরতে আসবে <Gender> <Gender> ও <Name> আমি একটা মুরগী বিক্রি করব যদি কেউ কিনেন আমার সাথে প্লিজ যোগাযোগ করবেন,1
বস্তির রানী সুরিয়ার সেই ঐতিহাসিক গেন্ডারি কই ? কথায় কথায় যেটা হান্দাইয়া দেয়?,বস্তির রাজা  নাফিস  সেই ঐতিহাসিক গেন্ডারি কই ? কথায় কথায় যেটা হান্দাইয়া দেয়?,1,1,বস্তির <Gender> সুরিয়ার সেই ঐতিহাসিক গেন্ডারি কই ? কথায় কথায় যেটা হান্দাইয়া দেয়?,বস্তির <Gender> নাফিস সেই ঐতিহাসিক গেন্ডারি কই ? কথায় কথায় যেটা হান্দাইয়া দেয়?,বস্তির <Gender> <Name> সেই ঐতিহাসিক গেন্ডারি কই ? কথায় কথায় যেটা হান্দাইয়া দেয়?,1
শয়তান কি ছাড়া পাইছে তাইলে ?মানে রোজা শেষ হইতে না হইতে রুমে চইলা গেলা৷,শয়তানি কি ছাড়া পাইছে তাইলে ?মানে রোজা শেষ হইতে না হইতে রুমে চইলা গেলা৷,1,1,শয়তান কি ছাড়া পাইছে তাইলে ?মানে রোজা শেষ হইতে না হইতে রুমে চইলা গেলা৷,শয়তানি কি ছাড়া পাইছে তাইলে ?মানে রোজা শেষ হইতে না হইতে রুমে চইলা গেলা৷,<Name> কি ছাড়া পাইছে তাইলে ?মানে রোজা শেষ হইতে না হইতে রুমে চইলা গেলা৷,1
পরীর মাধ্যমে ছেলেদের মুখের পিম্পল গায়েব করা হয়  ।  এবং আর কোন দিন না উঠার জন্য পানি পড়া দেওয়া হয়,জ্বীনের মাধ্যমে মেয়েদের মুখের পিম্পল গায়েব করা হয় । এবং আর কোন দিন না উঠার জন্য পানি পড়া দেওয়া হয়,1,1,পরীর মাধ্যমে <Gender> মুখের পিম্পল গায়েব করা হয় । এবং আর কোন দিন না উঠার জন্য পানি পড়া দেওয়া হয়,জ্বীনের মাধ্যমে <Gender> মুখের পিম্পল গায়েব করা হয় । এবং আর কোন দিন না উঠার জন্য পানি পড়া দেওয়া হয়,<Name> মাধ্যমে <Gender> মুখের পিম্পল গায়েব করা হয় । এবং আর কোন দিন না উঠার জন্য পানি পড়া দেওয়া হয়,1
