male,female,_original_label,test,pred_male_kldm,pred_female_kldm
এই শয়তানি লোক কে জুতা মারুন মিথ্যা কথা বলে এই লোক,এই শয়তান মহিলা কে জুতা মারুন মিথ্যা কথা বলে এই মহিলা ,1,1,1,1
এই জানোয়ার টারে আমি কাছে পাইলে আমি অই হাত ভেঙে ফেলতাম আর অর বউ মাগির ভুদার ভেতর কচু দিয়া ফাটাইতাম,এই জানোয়ার টারে আমি কাছে পাইলে আমি অই হাত ভেঙে ফেলতাম আর অর জামাই মাগির ভুদার ভেতর কচু দিয়া ফাটাইতাম,1,1,1,1
মৌসুমি আর বুবলি এইটা পাগল আর ছাগল আর ফালতু অপু বিউটিফুল,মৌসুমি আর বুবলি এইটা পাগলিনী আর ছাগল আর ফালতু অপু বিউটিফুল,1,1,1,1
পতিতা মেয়েদের দালাল আমি সুমন ভাই,পতিতা ছেলেদের দালাল আমি  আদৃতা  বোন,1,1,1,1
মোদী ও অমিত শাহ দুই কুকুর মেরে ফেললে তো সব ঠিক তাহলে এত মিটিং মিছিল এর দরকার না ওদের বাপের একা না দেশ টা,মোদী ও অমিত শাহ দুই কুকুরী মেরে ফেললে তো সব ঠিক তাহলে এত মিটিং মিছিল এর দরকার না ওদের মায়ের একা না দেশ টা,1,1,1,1
বুবলি একটা রেনড়ি মাইগ্যা অর ছবি দেখবোনা,বুবলি একটা রেনড়ি মাগি অর ছবি দেখবোনা,1,1,1,1
বাড়ার বাল তুই ই শুধু ফেক নিউজ বানাস শুধুমাত্র কিছু ভিউ পাওয়ার জন্য শালার ত্যালাপোকা কোথাকার চুদির ভাই,বাড়ার বাল তুই ই শুধু ফেক নিউজ বানাস শুধুমাত্র কিছু ভিউ পাওয়ার জন্য শালীর ত্যালাপোকা কোথাকার চুদির ভাবী,1,1,1,1
একে মেরে পেল ভাই,একে মেরে পেল ভাবী,1,1,1,1
তর মতন ছেলে কারনে সকল ছেলে খারাপ বলে মাইগ্যা,তর মতন মেয়ে কারনে সকল মেয়ে খারাপ বলে মাগি,1,1,1,1
এই লোকের হাত দুইটি কেটে ফেলা হককি ভাবে বাবা সরিলে হাত উঠায় কঠিন বিচার করা হক,এই লোকের হাত দুইটি কেটে ফেলা হককি ভাবে মা সরিলে হাত উঠায় কঠিন বিচার করা হক,1,1,1,1
মাইগ্যা  আশরাফ,মাগি বুবলি,1,1,1,1
ভাই এর ঠিকানা দিন মাদার চোদের দুই হাত কেটে দেই আমাকে ফোন দিন আর এর ঠিকানা দিন,ভাবী এর ঠিকানা দিন মাদার চোদের দুই হাত কেটে দেই আমাকে ফোন দিন আর এর ঠিকানা দিন,1,1,1,1
সিফাত উল্লাহ তো ভালোই লাগে কিন্তু এ শালা বলে মুক্তিযোদ্ধা সোনার মুক্তিযুদ্ধে অস্ট্রেলিয়া বাংলাদেশ থেকে কোন কথা কইতে না কিয়ের ব্যবহার করে বাংলাদেশে ভুয়া মুক্তিযোদ্ধা ভুয়া মুক্তিযোদ্ধা মুক্তিযোদ্ধা,সিফাত উল্লাহ তো ভালোই লাগে কিন্তু এ শালী বলে মুক্তিযোদ্ধা সোনার মুক্তিযুদ্ধে অস্ট্রেলিয়া বাংলাদেশ থেকে কোন কথা কইতে না কিয়ের ব্যবহার করে বাংলাদেশে ভুয়া মুক্তিযোদ্ধা ভুয়া মুক্তিযোদ্ধা মুক্তিযোদ্ধা,1,1,1,1
তুরে পাইলে কোন করতাম শালা র পুত,তুরে পাইলে কোন করতাম শালী র পুত,1,1,1,1
ও তোর মত ছেলে থাকার চেয়ে না থাকাই ভালো শালা একটা পশু,ও তোর মত মেয়ে থাকার চেয়ে না থাকাই ভালো শালী একটা পশু,1,1,1,1
ভাইয়া আপনার দুধুর সাইজ কত,আপু আপনার দুধুর সাইজ কত,1,1,1,1
জানোয়ার তোর ছেলে তোকে মারবে,জানোয়ার তোর মেয়ে তোকে মারবে,1,1,1,1
বাংলায় আচোদা বলে একটি কথা আছে এখানে ডাক্তার এবং উুপস্থাপিকা দুজনেই আচোদা কত বেয়াক্কেল ও নির্বোধ হইলে এই ধরনের প্রোগ্রাম করতে পারে তা আমার বোধগম্য নয় আচ্ছা এই প্রোগ্রাম তো এদের পরিবার নিকট আত্মিয় সবাই দেখবে এদের বিন্দুমাত্র লজ্জাবোধ ও নাই এদের শরীরে পোশাক মানায় না এদের উচিৎ উলঙ্গভাবে চলাফেরা করা,বাংলায় আচোদা বলে একটি কথা আছে এখানে মহিলা ডাক্তার এবং উুপস্থাপিকা দুজনেই আচোদা কত বেয়াক্কেল ও নির্বোধ হইলে এই ধরনের প্রোগ্রাম করতে পারে তা আমার বোধগম্য নয় আচ্ছা এই প্রোগ্রাম তো এদের পরিবার নিকট আত্মিয় সবাই দেখবে এদের বিন্দুমাত্র লজ্জাবোধ ও নাই এদের শরীরে পোশাক মানায় না এদের উচিৎ উলঙ্গভাবে চলাফেরা করা,1,1,1,1
মাদার চুদ তর বাবা কে চুদি,মাদার চুদ তর মা কে চুদি,1,1,1,1
শালা পুরুষ নামের কলংক,শালী মহিলা নামের কলংক,1,1,1,1
তোমার ভোদার ভিডিও আপলোড কর সবস্ক্রাইট করবো মাগি,তোমার ভোদার ভিডিও আপলোড কর সবস্ক্রাইট করবো মাগি,1,1,1,1
এই মাইগ্যা নিয়ে নতুন করে বলার কি আছে,এই মাগি নিয়ে নতুন করে বলার কি আছে,1,1,1,1
রানুর মে লুবি ওকে রানুর কাছে আসতে ছেনো না দেয়া বিকারি মাকে পরিচয় দিতে লজা লালো আজ মিডিআর পদায় দেখেমাকে দরোদ বেবে পরছে লুবি মে টাকা হাতাতে আসছে ওমার লাথি মেরে বের কোরে ধেক মিডিআর লোকেরা রানুর মেএকে জাদেখে কুলাগার ছেলে মে সিখা পয়া রানুর মেএর মুখে থুথু আর কুকুরের গু মাখি বজাত মে লাথিমেরে বের করে ধেক ছালমান খান আর হিমেস মিডিআ থেকে ওমেএকে বজাতমে ঐ ছেলে দুটো ভালো বলে ওকে কিছু বলোনা ওন্নকোনো ছেলে হলে ওকে ছিরে খেতো,রানুর মে লুবি ওকে রানুর কাছে আসতে ছেনো না দেয়া বিকারি বাপকে পরিচয় দিতে লজা লালো আজ মিডিআর পদায় দেখেমাকে দরোদ বেবে পরছে লুবি মে টাকা হাতাতে আসছে ওমার লাথি মেরে বের কোরে ধেক মিডিআর লোকেরা রানুর মেএকে জাদেখে কুলাগার মেয়ে মে সিখা পয়া রানুর মেএর মুখে থুথু আর কুকুরের গু মাখি বজাত মে লাথিমেরে বের করে ধেক ছালমান খানম আর হিমেস মিডিআ থেকে ওমেএকে বজাতমে ঐ মেয়েটার দুটো ভালো বলে ওকে কিছু বলোনা ওন্নকোনো মেয়েটার হলে ওকে ছিরে খেতো,1,1,1,1
রানুর মে লুবি ওকে রানুর কাছে আসতে ছেনো না দেয়া বিকারি মাকে পরিচয় দিতে লজা লালো আজ মিডিআর পদায় দেখেমাকে দরোদ বেবে পরছে লুবি মে টাকা হাতাতে আসছে ওমার লাথি মেরে বের কোরে ধেক মিডিআর লোকেরা রানুর মেএকে জাদেখে কুলাগার ছেলে মে সিখা পয়া রানুর মেএর মুখে থুথু আর কুকুরের গু মাখি বজাত মে লাথিমেরে বের করে ধেক ছালমান খান আর হিমেস মিডিআ থেকে ওমেএকে বজাতমে ঐ ছেলে দুটো ভালো বলে ওকে কিছু বলোনা ওন্নকোনো ছেলে হলে ওকে ছিরে খেতো,রানুর মে লুবি ওকে রানুর কাছে আসতে ছেনো না দেয়া বিকারি বাবাকে পরিচয় দিতে লজা লালো আজ মিডিআর পদায় দেখেমাকে দরোদ বেবে পরছে লুবি মে টাকা হাতাতে আসছে ওমার লাথি মেরে বের কোরে ধেক মিডিআর লোকেরা রানুর মেএকে জাদেখে কুলাগার মেয়েটার মে সিখা পয়া রানুর মেএর মুখে থুথু আর কুকুরের গু মাখি বজাত মে লাথিমেরে বের করে ধেক ছালমান খানম আর হিমেস মিডিআ থেকে ওমেএকে বজাতমে ঐ মেয়েটার দুটো ভালো বলে ওকে কিছু বলোনা ওন্নকোনো মেয়েটার হলে ওকে ছিরে খেতো,1,1,1,1
মাইগ্যা বেয়াদব পুরুষ তােরনংদে,মাগী বেয়াদব মহিলা তােরনংদে,1,1,1,1
মাইগ্যা বেয়াদব লোক তােরনংদে,মাগী বেয়াদব মহিলা তােরনংদে,1,1,1,1
সব কিছু মুক্তিযুদ্ধের নাম দিয়ে চলে না? মুক্তিযুদ্ধ হচ্ছে আমাদের অস্তিত্ব সেই অস্তিত্ব নিয়ে লিলা খেলা চলছে তার নায়ক আমাদের পাপন সাহেব। এখানে জুড় করে খেলোয়াড়দের উপর থেকে স্বাধীনতা কেড়ে নেওয়া হয়েছে,সব কিছু মুক্তিযুদ্ধের নাম দিয়ে চলে না? মুক্তিযুদ্ধ হচ্ছে আমাদের অস্তিত্ব সেই অস্তিত্ব নিয়ে লিলা খেলা চলছে তার নায়িকা আমাদের  সরলা  বিবি  ।  এখানে জুড় করে খেলোয়াড়দের উপর থেকে স্বাধীনতা কেড়ে নেওয়া হয়েছে,0,1,0,0
ভাই খারাপ লাগাটা অনেক বেশি কাজ করতেছে সত্যি হ্রিদয়টা পুড়ে যাচ্ছে। আপনার জন্য অনেক ভালোবাসা সাকিব ভাই।,আফা খারাপ লাগাটা অনেক বেশি কাজ করতেছে সত্যি হ্রিদয়টা পুড়ে যাচ্ছে ।  আপনার জন্য অনেক ভালোবাসা  মাইশা  আফা   ।,0,1,0,0
ভাই খারাপ লাগাটা অনেক বেশি কাজ করতেছে সত্যি হ্রিদয়টা পুড়ে যাচ্ছে। আপনার জন্য অনেক ভালোবাসা সাকিব ভাই।,ভাবী খারাপ লাগাটা অনেক বেশি কাজ করতেছে সত্যি হ্রিদয়টা পুড়ে যাচ্ছে ।  আপনার জন্য অনেক ভালোবাসা  সিমন্তী  ভাবী  ।,0,1,0,0
পাপন কাকু তোমার সময় ঘনিয়ে আসতেছে,দুর্গা  কাকি তোমার সময় ঘনিয়ে আসতেছে,0,1,0,0
সাব্বিরের পিছে লাগছু ক্যা ভাই তোরা?,সাব্বিরের পিছে লাগছু ক্যা আফা তোরা?,0,1,0,0
দিনের পাপন সালা আজ তামিম সাকিব মুশফিক ভালনা তাহলে কে ভালো তুর ভাবি হাসিনা ভালো,দিনের  ফারহানা  সালী আজ তামিম সাকিব মুশফিক ভালনা তাহলে কে ভালো তুর ভাবি হাসিনা ভালো,0,1,0,0
মুসি ভাই কি বিশ্বকাপ জিতল নাকি,দুর্গা  ভাবী কি বিশ্বকাপ জিতল নাকি,0,1,0,0
মমিনুল এমন ছয় মারতে পারে বিশ্বাস করেন রাসেল ভাই আমি জানতাম নাহ,মমিনুল এমন ছয় মারতে পারে বিশ্বাস করেন  সরস্বতী  বোন আমি জানতাম নাহ,0,1,0,0
পোলা মানুষের লোভ বেশি,মাইয়া মানুষের লোভ বেশি,0,1,0,0
কুমিল্লার জয়ের একমাত্র নায়ক মুজিবুর রহমান। অসংখ্য ধন্যবাদ আফগান ভাই তোমাকে। 👇🇧🇩💗,কুমিল্লার জয়ের একমাত্র নায়িকা  অমৃতা  ।  অসংখ্য ধন্যবাদ  সাবিত্রী  বোন তোমাকে ।  👇🇧🇩💗,0,1,0,0
ভাই আমার একটা প্রশ্নকতটা পাপ করলে পাপন হওয়া যায়??,বোন আমার একটা প্রশ্নকতটা পাপ করলে পাপন হওয়া যায়??,0,1,0,0
বর্তমান বিসিবি প্রধান পাপন বনাম সাবেক বিসিবি প্রধান অর্থমন্ত্রী কামাল।তুমরা বুঝ আমার বাল।খেলা চলছে।সামান্য বিপিএল এর দল না পেয়ে কামাল সাহেব ক্রিকেট নিয়ে রাজনীতি করছে।এ ছাড়া আর কিছুই নয়।,বর্তমান বিসিবি প্রধান পাপন বনাম সাবেক বিসিবি প্রধান অর্থমন্ত্রী  কামাল  । তুমরা বুঝ আমার বাল । খেলা চলছে । সামান্য বিপিএল এর দল না পেয়ে  কামাল  সাহেবা ক্রিকেট নিয়ে রাজনীতি করছে । এ ছাড়া আর কিছুই নয় ।,0,1,0,0
পাপন সাহেব এরকম একটা সুযোগের অপেক্ষায় ছিলেন বোকা সাকিব তাবুতে পারল না,বিনিতা  সাহেবা এরকম একটা সুযোগের অপেক্ষায় ছিলেন বোকা সাকিব তাবুতে পারল না,0,1,0,0
আমি খুলনার ছেলে সিলেটের বন্ধুরা তোমাদের দল কিন্তু এবার অনেক দুর্বল এটা তোমাদের মানতে হবে।,আমি খুলনার মেয়ে সিলেটের বন্ধুরা তোমাদের দল কিন্তু এবার অনেক দুর্বল এটা তোমাদের মানতে হবে ।,0,1,0,0
প্রিয় বন্ধু রা বিয়ে করে দাম্পত্য জীবনে সুখী থাকতে হলে একটি উপদেশ মেনে চলুন উপদেশ টি ভালো লাগলে চ্যানেলটি সাবস্ক্রাইব করবেন,প্রিয় বন্ধুপত্নী রা বিয়ে করে দাম্পত্য জীবনে সুখী থাকতে হলে একটি উপদেশ মেনে চলুন উপদেশ টি ভালো লাগলে চ্যানেলটি সাবস্ক্রাইব করবেন,0,1,0,0
ইসলাম প্রিয় ভাই ও বোন সবাইকে আমার ইসলামিক চ্যানেলে আমন্ত্রণ সমায় পেলে একবার ঘুরে আসবেন,ইসলাম প্রিয় আফা ও ভাই সবাইকে আমার ইসলামিক চ্যানেলে আমন্ত্রণ সমায় পেলে একবার ঘুরে আসবেন,0,1,0,0
এসব ছেলেদের কাজই ব্লেকমিল করা,এসব মেয়েদের কাজই ব্লেকমিল করা,0,1,0,0
ধুর মিয়া মেসি রোনালদো নিয়া কবে রিপোর্ট করবেন? মেসি রোনালদো বিয়ার আগে এত বাচ্চা নিল যে? মানুষের ব্যক্তিগত লাইফ নিয়া ছ্যাঁচড়ামি করেন দুদিন পর পর।,ধুর বিবি মেসি রোনালদো নিয়া কবে রিপোর্ট করবেন? মেসি রোনালদো বিয়ার আগে এত বাচ্চা নিল যে? মানুষের ব্যক্তিগত লাইফ নিয়া ছ্যাঁচড়ামি করেন দুদিন পর পর ।,0,1,1,1
" আপু ছেলেরা  যদি ওর কাছে আসে তাহলে ওর দোষ কোথায়  ,  ওর দোষ এটাই যে ও একজন জাতীয় দলের খেলোয়াড় ,  ,  ,  , pic এ দেখা যাচ্ছে ছেলেটার মত আছে ,  ,  তাহলে ছেলে গুলারে পিটানোর দরকার  সাবিত্রী  আপু নয়  ,  ,  তবেই খারাপ ছেলেটা ঠিক হবে ,  ,  , ","ভাইয়া মেয়েরা যদি ওর কাছে আসে তাহলে ওর দোষ কোথায় , ওর দোষ এটাই যে ও একজন জাতীয় দলের খেলোয়াড়,,,,pic এ দেখা যাচ্ছে মেয়েদের মত আছে,, তাহলে মেয়ে গুলারে পিটানোর দরকার সাব্বির ভাইকে নয় ,, তবেই খারাপ মেয়েরা ঠিক হবে,,,",0,1,0,0
ধন্যবাদ ভাইয়া ভন্ডদের বিরোদ্ধে কথা বলার জন্য💚,ধন্যবাদ আপুদের ভন্ডদের বিরোদ্ধে কথা বলার জন্য💚,0,1,0,0
ফাক সালা রা সেম তাকসিন,ফাক শালী রা সেম তাকসিন,0,1,1,1
ইউটিউবে টাকার জন্য কেন মিথ্যা কথা লিখে মা বাবাকে কেন গালি শুনান ।।,ইউটিউবে টাকার জন্য কেন মিথ্যা কথা লিখে বাপ মাকে কেন গালি শুনান  ।  ।,0,1,0,0
ভাই পাপন সাব ছাইলে এটা সমাধান করা জায় নাটকের কি দরকার,আফা  দুর্গা সাব ছাইলে এটা সমাধান করা জায় নাটকের কি দরকার,0,1,0,0
ভাই পাপন সাব ছাইলে এটা সমাধান করা জায় নাটকের কি দরকার,বোন  সাহানা সাব ছাইলে এটা সমাধান করা জায় নাটকের কি দরকার,0,1,0,0
তাসকিন ভাই সেরোকম বিডিও মাইরটা যোস,নুজহাত  আফা সেরোকম বিডিও মাইরটা যোস,0,1,0,0
পাপন ভাই সাকিব ছাড়া বাংলাদেশ ক্রিকেট অচল তাই সাকিব ভাইকে মুকওি হক দুই বছরের শাস্তি থেকে আপনারা সবাই কি এক মত তাহলে লাইক করেন,সরস্বতী  ভাবী  সাদিয়া  ছাড়া বাংলাদেশ ক্রিকেট অচল তাই  সাদিয়া  ভাবিকে মুকওি হক দুই বছরের শাস্তি থেকে আপনারা সবাই কি এক মত তাহলে লাইক করেন,0,1,0,0
তাসিকিন ভাই অনেক সুন্দর হা হা হা আপনে পারেন বটে ভাইয়া ভালো আচেন,রাইসা ভাবী অনেক সুন্দর হা হা হা আপনে পারেন বটে ভাবী ভালো আচেন,0,1,0,0
বাহ্ দারুন তো! সাকিব ম্যাচ ফিক্সিংয়ের অফার ফিরিয়ে দিয়ে দেশ প্রেমের এতবড় পরিচয় দিলো কিন্তু বিসিবি কে না জানানোয় এখন তাকে বহিষ্কার করা হচ্ছে!!! শালার ফকিন্নির বাচ্চা সব তগোরে জানাইলেই কি? আর না জানাইলেই কি? কোন বালটা ফালাইতি? সাকিব তগোরে কয়নাই ভয়ের চোটে কারণ তোরা শুনলে বলবি ;সাকিব অফারটা ল ম্যাচ ফিক্সিংয়ের টাকা আমরা ভাগ কইরা নিমুনে। আর ধরা খাইলে দোষটা জামাত বিএনপির উপর চাপায় দিমু;।,বাহ্ দারুন তো! সাকিব ম্যাচ ফিক্সিংয়ের অফার ফিরিয়ে দিয়ে দেশ প্রেমের এতবড় পরিচয় দিলো কিন্তু বিসিবি কে না জানানোয় এখন তাকে বহিষ্কার করা হচ্ছে!!! শালীর ফকিন্নির বাচ্চা সব তগোরে জানাইলেই কি? আর না জানাইলেই কি? কোন বালটা ফালাইতি? সাকিব তগোরে কয়নাই ভয়ের চোটে কারণ তোরা শুনলে বলবি ;সাকিব অফারটা ল ম্যাচ ফিক্সিংয়ের টাকা আমরা ভাগ কইরা নিমুনে ।  আর ধরা খাইলে দোষটা জামাত বিএনপির উপর চাপায় দিমু; ।,0,1,1,1
আমার মনে হচ্ছে লোকটি গালি দেয় নি মুশফিক ভাই ভুল শুনছে,আমার মনে হচ্ছে লোকটি গালি দেয় নি  তপতী বোন ভুল শুনছে,0,1,0,0
এই সামার ফোর মাইয়ারে বিরাটদের সাথে খেলার জন্য ভারত সফরে পাঠানো হোক,এই সামার ফোর পোলারে  প্রবাল সাথে খেলার জন্য ভারত সফরে পাঠানো হোক,0,1,0,0
মুশফিক কে যে তাকে গালি দিলে একজন সাধারণ মানুষকে এমন মানহানি করতেছেন। আমি ঐ দর্শক ভাই কে বলছি আপনি মাহহানি মামলা করেন।,মুশফিক কে যে তাকে গালি দিলে একজন সাধারণ মানুষকে এমন মানহানি করতেছেন ।  আমি ঐ দর্শক আপু কে বলছি আপনি মাহহানি মামলা করেন ।,0,1,0,0
তাহমিদ অমিত ভাই আমরা সবাই কিন্তু জানি ইতিহাস বলে একটা শব্দ আছে।যুগে যুগে কিন্তু মির জাফর জন্ম নেয় ।আজকের এই হিরু পাপন কাক্কু ।ইতিহাস তোমাকে সাধিন বাংলাদেশের মির জাফর হিসেবে ধিক্কার আর থু থু থু থু দেবে।,তাহমিদ   আদৃতা  ভাবী আমরা সবাই কিন্তু জানি ইতিহাস বলে একটা শব্দ আছে । যুগে যুগে কিন্তু মির জাফর জন্ম নেয়  । আজকের এই হিরু  মাইশা কাকি  । ইতিহাস তোমাকে সাধিন বাংলাদেশের মির জাফর হিসেবে ধিক্কার আর থু থু থু থু দেবে ।,0,1,0,0
হ্যাঁ বাংলাদেশে অনেক ভন্ড হুজুর আছে তাই বলে সবাইকে এক কাতারে দাঁড় করানো অনেক বড় মূর্খতা ।আর কারো বক্তব্য পুরোটা তুলে না ধরে তার বিরুদ্ধে সমালোচনা করা আরো বড় মূর্খতা । আপনি গানের কথা বললেন!কোন গানের সুরকে যদি ইসলামী সুন্দর কথার মাধ্যমে প্রকাশ করা যায় তবে সেটা কি খারাপ কিছু?আপনি দয়া করে মিজানুর রহমান আজহারির শিক্ষাগত যোগ্যতা সম্পর্কে জেনে নিবেন।আপনার জ্ঞান কতটুকু আমি জানি না! ডা জাকির নায়েক তার এক লেকচারে বলেছিলেন স্বল্প শিক্ষা ব্যক্তিকে ধর্ম থেকে দূরে নিয়ে যায় কিন্তু সঠিক ও উচ্চ শিক্ষা ব্যক্তিকে ধর্মের কাছাকাছি আনে ।,হ্যাঁ বাংলাদেশে অনেক ভন্ড হুজুরাইন আছে তাই বলে সবাইকে এক কাতারে দাঁড় করানো অনেক বড় মূর্খতা  । আর কারো বক্তব্য পুরোটা তুলে না ধরে তার বিরুদ্ধে সমালোচনা করা আরো বড় মূর্খতা  ।  আপনি গানের কথা বললেন!কোন গানের সুরকে যদি ইসলামী সুন্দর কথার মাধ্যমে প্রকাশ করা যায় তবে সেটা কি খারাপ কিছু?আপনি দয়া করে মিজানুর রহমান আজহারির শিক্ষাগত যোগ্যতা সম্পর্কে জেনে নিবেন । আপনার জ্ঞান কতটুকু আমি জানি না! ডা জাকির নায়েক তার এক লেকচারে বলেছিলেন স্বল্প শিক্ষা ব্যক্তিকে ধর্ম থেকে দূরে নিয়ে যায় কিন্তু সঠিক ও উচ্চ শিক্ষা ব্যক্তিকে ধর্মের কাছাকাছি আনে  ।,0,1,0,0
ভাই খেলাই আর দেখবো না,ভাবি খেলাই আর দেখবো না,0,1,0,0
সাব্বির অামার সবচেয়ে প্রিয় খেলোয়ার।<br />এই বয়সে এমন কিছু হতেই পারে।,সাব্বির অামার সবচেয়ে প্রিয় খেলোয়ার । <br />এই বয়সে এমন কিছু হতেই পারে ।,0,1,0,0
বীর ফিরবে বীরের মতই,বীরাংগনা ফিরবে বীরাংগনার মতই,0,1,0,0
পাপন সালা গুরু,লক্ষী শালী গুরু মা,0,1,1,1
ভাই আপনি খুব কথা সুন্দর বলছেন।<br /> আমি আপনার সাথে একমত।<br /> সাধারণ জিনিসগুলো যে কেন মানুষে বাঁকা-ত্যাড়া করে দেখে আল্লাই জানে।<br /> মানুষের চিন্তা ধারণা কবে যে চেঞ্জ হবে ভাবনা তেই আসে না। আপনার কথাগুলো ভাল লাগল। ধন্যবাদ,আফা আপনি খুব কথা সুন্দর বলছেন । <br /> আমি আপনার সাথে একমত । <br /> সাধারণ জিনিসগুলো যে কেন মানুষে বাঁকা-ত্যাড়া করে দেখে আল্লাই জানে । <br /> মানুষের চিন্তা ধারণা কবে যে চেঞ্জ হবে ভাবনা তেই আসে না ।  আপনার কথাগুলো ভাল লাগল ।  ধন্যবাদ,0,1,0,0
😰😰সাকিব ভাইয়া যেদিন খেলবে সেদিন আমি ক্রিকেটে খেলা দেখব আর নিজের দলকে ভালো বাসব😭😭,😰😰ফারহানা  আপু যেদিন খেলবে সেদিন আমি ক্রিকেটে খেলা দেখব আর নিজের দলকে ভালো বাসব😭😭,0,1,0,0
তর থেকে আমরা শিখমু তুই বারবার মতামত জানতে চাছ পাগল,তর থেকে আমরা শিখমু তুই বারবার মতামত জানতে চাছ পাগলি,0,1,1,1
তর থেকে আমরা শিখমু তুই বারবার মতামত জানতে চাছ পাগল,তর থেকে আমরা শিখমু তুই বারবার মতামত জানতে চাছ পাগলিীনি,0,1,1,1
"সাব্বির সেঞ্চুরি করেছে এই রকম উদযাপন করাটাই তো স্বাভাবিক | ভেবে দেখেন সাব্বিরকে নিয়ে যারা সমালোচনা করেন,তার জায়গায় যদি আপনি সেঞ্চুরি করতেন তাহলে কি পীর বাবার মত এক জায়গায় বসে থাকতেন, না তার চেয়েও বেশি সেলিব্রেশন করতেন | সাব্বিরকে নিয়ে যদি এতই সমালোচনা তাহলে খেলা থেকে তাকে বাদ দিয়ে দেন | সাব্বির ব্যান্ড হয়েছে তা নিয়ে সমালোচনা, সাব্বির রান করতে পারে না তা নিয়ে সমালোচনা, সাব্বির সেঞ্চুরি করেছে তা নিয়ে সমালোচনা, তাহলে সে করবে টাই কি | মানুষ মাত্রই ভুল, সে তার ভুল স্বীকার করেছে, এবং সেই ভুলের প্রায়শ্চি ও পেয়েছে| তারপরেও কেন তাকে নিয়ে এত সমালোচনা, ক্রিকেটের জন্মের পর থেকে এখন পর্যন্ত অতীতে যারাই প্রথম সেঞ্চুরি করেছে এর চেয়ে অনেক অনেক বেশি সেলিব্রেশন করেছে, কই তাদেরকে নিয়ে তো কেউ এত সমালোচনা করতে দেখি নাই | অন্যের সমালোচনা করার আগে নিজের ব্যাকগ্রাউন্ড দেখেন, আমি নিজে কি??? আশা করি আপনার জবাব আপনি নিজেই পেয়ে যাবেন","সাব্বির সেঞ্চুরি করেছে এই রকম উদযাপন করাটাই তো স্বাভাবিক | ভেবে দেখেন সাব্বিরকে নিয়ে যারা সমালোচনা করেন , তার জায়গায় যদি আপনি সেঞ্চুরি করতেন তাহলে কি পীর মায়ের মত এক জায়গায় বসে থাকতেন ,  না তার চেয়েও বেশি সেলিব্রেশন করতেন | সাব্বিরকে নিয়ে যদি এতই সমালোচনা তাহলে খেলা থেকে তাকে বাদ দিয়ে দেন | সাব্বির ব্যান্ড হয়েছে তা নিয়ে সমালোচনা ,  সাব্বির রান করতে পারে না তা নিয়ে সমালোচনা ,  সাব্বির সেঞ্চুরি করেছে তা নিয়ে সমালোচনা ,  তাহলে সে করবে টাই কি | মানুষ মাত্রই ভুল ,  সে তার ভুল স্বীকার করেছে ,  এবং সেই ভুলের প্রায়শ্চি ও পেয়েছে| তারপরেও কেন তাকে নিয়ে এত সমালোচনা ,  ক্রিকেটের জন্মের পর থেকে এখন পর্যন্ত অতীতে যারাই প্রথম সেঞ্চুরি করেছে এর চেয়ে অনেক অনেক বেশি সেলিব্রেশন করেছে ,  কই তাদেরকে নিয়ে তো কেউ এত সমালোচনা করতে দেখি নাই | অন্যের সমালোচনা করার আগে নিজের ব্যাকগ্রাউন্ড দেখেন ,  আমি নিজে কি??? আশা করি আপনার জবাব আপনি নিজেই পেয়ে যাবেন",0,1,0,0
সাব্বির ভাই তুই সেরা তুই পারবি,সাব্বির ভাবি তুই সেরা তুই পারবি,0,1,0,0
নতুন একটি নাটক সবাই দেখবেন প্লিজ চোরের নেতা জয়নাল,নতুন একটি নাটক সবাই দেখবেন প্লিজ চোরের নেত্রী   বিনিতা,0,1,0,0
খুব সুন্দর কথা বলেছে ভাই,খুব সুন্দর কথা বলেছে আফা,0,1,0,0
সোনার ছেলেদের মুখের দিকে তাকান এদের অবস্থা কি সুধু বিসিবি কারনে,সোনার মেয়েটারদের মুখের দিকে তাকান এদের অবস্থা কি সুধু বিসিবি কারনে,0,1,1,0
আরে পাপন সাহেব গাজা খাইছেন নাকি?,আরে  তপতী  সাহেবা  গাজা খাইছেন নাকি?,0,1,0,0
রুবেল একটা খারাপ ছেলে চি চি এরকম চেলে যেন আর কারো ঘরে জন্ম না নেয় হি রুবেল কি সুদশন পাএ তার জন্য মেয়ে র পাগল ফালতু,রুবেল একটা খারাপ মেয়ে চি চি এরকম চেলে যেন আর কারো ঘরে জন্ম না নেয় হি রুবেল কি সুদশন পাএ তার জন্য ছেলে র পাগলি ফালতু,0,1,0,0
সিকিউরিটিদের কোন যোগ্যতা আছে সালা গো,সিকিউরিটিদের কোন যোগ্যতা আছে শালী গো,0,1,1,1
পাপনের পদত্যাগ চাই কোথায় আছ বাংলার ছেলেরা জেগে ওঠ,পাপনের পদত্যাগ চাই কোথায় আছ বাংলার মেয়েরা জেগে ওঠ,0,1,0,0
পাগল সবাই,পাগলি সবাই,0,1,0,0
